seed,method,method_label,benchmark,problem,candidate_id,generation,is_pareto_front,area,power,eff_clk_period,area_improvement,power_improvement,eff_clk_period_improvement,objective_metrics
1001,classic_revolution,Classic,RTLLM,Prob041_traffic_light,13212857-996f-4ac8-aeec-e5d03113e5f2,2,False,141.000000,0.000294,,0.170588,0.990926,,area|power
1001,classic_revolution,Classic,RTLLM,Prob041_traffic_light,20864bd1-72df-49e2-ac0a-e11805654049,2,False,114.000000,0.021900,,0.329412,0.324074,,area|power
1001,classic_revolution,Classic,RTLLM,Prob041_traffic_light,691ff346-3d91-4a7f-bdf1-734f41e3be0f,2,False,170.000000,0.000404,,0.000000,0.987531,,area|power
1001,classic_revolution,Classic,RTLLM,Prob041_traffic_light,7412c0f8-637b-4eca-8475-cffc1ccd6f71,2,False,143.000000,0.000276,,0.158824,0.991481,,area|power
1001,classic_revolution,Classic,RTLLM,Prob041_traffic_light,a3e818cd-17f5-4694-b8b7-0730e68345b5,2,False,121.000000,0.011800,,0.288235,0.635802,,area|power
1001,classic_revolution,Classic,RTLLM,Prob041_traffic_light,bba744b4-04b3-40b0-af5b-bdbb97f24bdc,2,True,114.000000,0.009420,,0.329412,0.709259,,area|power
1001,classic_revolution,Classic,RTLLM,Prob041_traffic_light,73964f5b-a61c-4d98-8442-12e4a9ff0ea5,3,False,134.000000,0.000391,,0.211765,0.987932,,area|power
1001,classic_revolution,Classic,RTLLM,Prob041_traffic_light,b899e1d3-ac89-4885-ac07-6bc136579116,3,False,147.000000,0.000349,,0.135294,0.989228,,area|power
1001,classic_revolution,Classic,RTLLM,Prob045_alu,5af09860-4f49-4d66-8fbe-89bcb8a7928a,0,False,1910.000000,0.001070,,0.141573,0.990614,,area|power
1001,classic_revolution,Classic,RTLLM,Prob045_alu,76b791f6-daec-47a4-8be6-b16b7ce65f5f,1,False,1956.000000,0.001030,,0.120899,0.990965,,area|power
1001,classic_revolution,Classic,RTLLM,Prob045_alu,0264cb25-97bb-4a8a-915d-0852ab363315,2,False,1912.000000,0.001020,,0.140674,0.991053,,area|power
1001,classic_revolution,Classic,RTLLM,Prob045_alu,53cd0ab3-24f4-4dae-8e2f-f8ab86996162,2,False,1918.000000,0.001030,,0.137978,0.990965,,area|power
1001,classic_revolution,Classic,RTLLM,Prob045_alu,6183d89a-62a4-4558-b837-0dae4b20464e,2,False,1860.000000,0.000964,,0.164045,0.991544,,area|power
1001,classic_revolution,Classic,RTLLM,Prob045_alu,02ef32de-5b20-4b76-9819-a4ca433af583,3,False,1832.000000,0.000964,,0.176629,0.991544,,area|power
1001,classic_revolution,Classic,RTLLM,Prob045_alu,26f1c4c2-63fe-4f71-8d22-f01f37d6deca,3,False,1886.000000,0.001000,,0.152360,0.991228,,area|power
1001,classic_revolution,Classic,RTLLM,Prob045_alu,9c63690d-71a4-4782-9c51-4c1395601e0d,3,False,1882.000000,0.000991,,0.154157,0.991307,,area|power
1001,classic_revolution,Classic,RTLLM,Prob045_alu,fe41abd3-296b-4c62-84c6-c12555055963,3,True,1798.000000,0.000926,,0.191910,0.991877,,area|power
1001,classic_revolution,Classic,RTLLM,Prob049_signal_generator,c5325a46-f7c0-404f-8381-37013b8ae175,0,True,82.000000,0.002520,0.380000,0.127660,0.460385,0.116279,area|power|eff_clk_period
1001,classic_revolution,Classic,RTLLM,Prob049_signal_generator,e2ae6cb7-487d-452e-a19c-f4a1f0a23094,1,False,77.000000,0.003260,0.370000,0.180851,0.301927,0.139535,area|power|eff_clk_period
1001,classic_revolution,Classic,RTLLM,Prob049_signal_generator,9135b55f-efc6-4acd-a3ac-b19363b93dd6,2,True,73.000000,0.005700,0.370000,0.223404,-0.220557,0.139535,area|power|eff_clk_period
1001,classic_revolution,Classic,RTLLM,Prob049_signal_generator,1cad94e2-1615-4717-9622-4937b50fca12,3,False,88.000000,0.005720,0.360000,0.063830,-0.224839,0.162791,area|power|eff_clk_period
1001,classic_revolution,Classic,RTLLM,Prob049_signal_generator,6280b433-329a-459d-a9f8-b32b09619f2d,3,True,74.000000,0.003260,0.360000,0.212766,0.301927,0.162791,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob098_circuit7,31b313f3-6fae-46a3-86c9-282c5ce12f38,0,True,5.000000,0.000455,,0.000000,0.036017,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob098_circuit7,ce491ee4-7dac-471c-a0fb-b1908a2e4efd,0,False,5.000000,0.000472,,0.000000,0.000000,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,13357455-3e09-4941-b1f1-24c22c7097da,0,True,4.000000,0.000001,,0.200000,0.994093,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,a5f9164e-ca9e-403e-b0a5-e756e1878b8b,0,False,3.000000,0.000001,,0.400000,0.993109,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,e9ff14cb-b10e-4f7f-a40d-0df6606d1a58,0,False,4.000000,0.000002,,0.200000,0.990725,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,4081915c-ffbe-4887-ba91-1cd18e602974,3,False,4.000000,0.000001,,0.200000,0.993990,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,f70224ea-14bd-4d54-8e5c-741e9b274e8b,3,True,3.000000,0.000001,,0.400000,0.993212,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,4dcb7457-edf3-49ab-85ad-4a2e1872c13b,0,False,7.000000,0.000003,,-0.400000,0.988430,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,8fd7c6ab-bb51-4dd5-82b4-36c1e6de626d,0,True,6.000000,0.000002,,-0.200000,0.990852,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,4e10f144-b374-4357-99c5-f6b9aa6b82c0,1,False,6.000000,0.000002,,-0.200000,0.989372,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob150_review2015_fsmonehot,299da4b3-9934-4fee-9ca3-0cb6dce19a76,0,False,40.000000,0.000010,,-2.076923,0.969118,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob150_review2015_fsmonehot,ff63c70a-660e-4922-aa3d-73616d3772c8,0,True,13.000000,0.000004,,0.000000,0.989059,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob150_review2015_fsmonehot,bc88b570-70e6-4651-b87c-bb3c1550d07e,1,False,13.000000,0.000004,,0.000000,0.989029,,area|power
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob151_review2015_fsm,288db1f4-d3a1-4197-accc-84c7d095b491,2,True,102.000000,0.007370,0.290000,-0.545455,-0.648770,-0.035714,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob151_review2015_fsm,c2b6ca03-cad2-4de1-b90a-1423b2251690,3,True,97.000000,0.006760,0.310000,-0.469697,-0.512304,-0.107143,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob153_gshare,36612826-103f-459f-a273-c3fed7b67862,0,True,3119.000000,0.353000,0.750000,-0.031074,0.192220,0.000000,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob153_gshare,92ad8748-17a8-4afc-89aa-f1dceddde7a2,0,False,3197.000000,0.468000,0.730000,-0.056860,-0.070938,0.026667,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob153_gshare,5c95fb00-7c17-4fa4-a023-58b91f140cfb,1,False,3080.000000,0.429000,0.790000,-0.018182,0.018307,-0.053333,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob153_gshare,f8615a10-80fb-40e7-a3b2-5e473ef46d1e,1,True,2848.000000,0.291000,0.800000,0.058512,0.334096,-0.066667,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob153_gshare,65d3d660-6d50-49e6-a501-c4a5b970b131,2,True,2963.000000,0.368000,0.710000,0.020496,0.157895,0.053333,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob153_gshare,9610d5d9-0f56-4741-baaf-37159518d898,2,False,3258.000000,0.487000,0.720000,-0.077025,-0.114416,0.040000,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob153_gshare,ff3fa70e-9e3f-4703-8489-773d99f338db,2,True,3045.000000,0.404000,0.680000,-0.006612,0.075515,0.093333,area|power|eff_clk_period
1001,classic_revolution,Classic,VerilogEval-Spec-to-RTL,Prob153_gshare,f59210d7-52ac-4515-87d1-6ab9a7621375,3,False,3074.000000,0.472000,0.780000,-0.016198,-0.080092,-0.040000,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob004_adder_8bit,5ee8921e-b899-4c24-8d1e-2a701a1993bb,1,True,39.000000,0.000023,,0.152174,0.992458,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob004_adder_8bit,b3937bb2-981f-443f-829a-ec4e5e90358b,1,False,46.000000,0.000031,,0.000000,0.989701,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob004_adder_8bit,efbd33e2-300e-42b7-999e-234c02923d22,1,False,65.000000,0.000047,,-0.413043,0.984452,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob004_adder_8bit,5fc0dc48-3239-419d-97e4-4d8d5eeb463c,2,False,84.000000,0.000061,,-0.826087,0.979900,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob004_adder_8bit,7a0e063b-e837-4339-bc54-c53d7361f0e4,2,False,63.000000,0.000040,,-0.369565,0.986578,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob004_adder_8bit,beb9eb16-360c-4fff-bde4-46aba5f5e8ac,3,False,91.000000,0.000055,,-0.978261,0.981894,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob004_adder_8bit,e51d6ff1-48c5-4a61-b034-cca73343e2b5,3,False,72.000000,0.000046,,-0.565217,0.984684,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob015_multi_pipe_8bit,59a49275-adc2-44df-b4e7-061c7f79afba,0,False,623.000000,0.091200,1.050000,0.364286,-0.015590,-0.280488,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob015_multi_pipe_8bit,be319c48-4f2a-4df3-9593-ca380313c7fc,1,True,995.000000,0.081900,0.920000,-0.015306,0.087973,-0.121951,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob015_multi_pipe_8bit,e75773d1-ea3d-46aa-9d3c-c73fe4237bfb,1,True,898.000000,0.132000,0.830000,0.083673,-0.469933,-0.012195,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob015_multi_pipe_8bit,b4dec6cc-0945-4347-9859-929c1f31d4b3,2,True,810.000000,0.133000,0.790000,0.173469,-0.481069,0.036585,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob015_multi_pipe_8bit,c8c6b350-8024-41b1-8709-c6dd582b2f78,2,True,1280.000000,0.109000,0.740000,-0.306122,-0.213808,0.097561,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob015_multi_pipe_8bit,e27bffeb-fb23-4bc7-91c9-41f6c410699f,2,False,685.000000,0.106000,1.030000,0.301020,-0.180401,-0.256098,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob015_multi_pipe_8bit,ea2a6ce0-6729-453d-bcad-928ba6e8a312,2,True,605.000000,0.087900,1.030000,0.382653,0.021158,-0.256098,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob015_multi_pipe_8bit,fb011938-b914-4639-873c-bb23d8eafb73,2,False,974.000000,0.140000,0.980000,0.006122,-0.559020,-0.195122,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob015_multi_pipe_8bit,c1ea4a48-2a80-40d5-a356-652c5fa0220f,3,False,623.000000,0.091100,1.040000,0.364286,-0.014477,-0.268293,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob024_fsm,e7eb3eea-7dae-4f01-bd6e-3a4727ff03dd,0,False,37.000000,0.009930,,0.195652,-0.428777,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob024_fsm,234235d0-79ee-4bae-b2fb-6a3090f20b2c,1,False,38.000000,0.010200,,0.173913,-0.467626,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob024_fsm,1cda8bab-acae-4c88-bbec-61cfec26d8f4,2,True,29.000000,0.004940,,0.369565,0.289209,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob024_fsm,a98ce307-b2f3-4239-8a48-63881ee3de19,2,False,34.000000,0.008370,,0.260870,-0.204317,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob024_fsm,fd1216a0-4c75-4bbc-82c2-0e5d39a8befc,3,True,36.000000,0.003700,,0.217391,0.467626,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob037_parallel2serial,d7764cbc-114b-4dff-b35f-631300491ab0,0,False,50.000000,0.004830,0.260000,0.000000,-0.066225,0.037037,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob037_parallel2serial,f3ffe2c7-f97c-40ec-bafb-670efabfd252,0,False,50.000000,0.004530,0.270000,0.000000,0.000000,0.000000,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob037_parallel2serial,4759da45-19c3-4be9-ad6b-c810ef2bd72c,1,False,53.000000,0.003970,0.280000,-0.060000,0.123620,-0.037037,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob037_parallel2serial,78509db0-df50-4bd7-86ee-81378399184d,1,False,58.000000,0.004010,0.290000,-0.160000,0.114790,-0.074074,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob037_parallel2serial,ac3ce6a4-0b3d-4fa0-9748-f6a8fd29313e,1,True,50.000000,0.003850,0.260000,0.000000,0.150110,0.037037,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob037_parallel2serial,6f1fe433-a813-4612-9ef1-f486da4cef10,3,True,55.000000,0.003970,0.230000,-0.100000,0.123620,0.148148,area|power|eff_clk_period
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,2b1c0c01-18c5-49fa-9261-5a4add8bfe88,0,False,178.000000,0.027400,,-0.047059,0.154321,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,4b44433c-6830-48bb-8240-05503b336403,0,False,169.000000,0.016600,,0.005882,0.487654,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,14bd19cd-4acd-4577-993b-df2964b07620,1,False,167.000000,0.032900,,0.017647,-0.015432,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,548e8020-94d5-47d4-b209-690fa6f4537a,1,False,202.000000,0.033500,,-0.188235,-0.033951,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,f9cdfecc-4bd6-422c-b059-75808c4e0d80,1,False,198.000000,0.027000,,-0.164706,0.166667,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,26bb6cbe-dd84-4603-841a-294b7acaf8aa,2,False,159.000000,0.016100,,0.064706,0.503086,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,8534a8d1-50fb-439e-9613-64a00cb6b90d,2,False,188.000000,0.014400,,-0.105882,0.555556,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,977ad6f7-eed3-4505-a89d-0be4d5e30ed5,2,False,174.000000,0.028400,,-0.023529,0.123457,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,c616e6f6-449b-40f6-b900-4d61ce9d1505,2,False,174.000000,0.032100,,-0.023529,0.009259,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,dd6b88e8-3c10-4a95-8343-1d5ce0db0c22,3,True,165.000000,0.000294,,0.029412,0.990926,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,edca384b-f0d8-4df0-815c-6d94d880f0cf,3,True,142.000000,0.021600,,0.164706,0.333333,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,f001d454-44e1-40fd-9990-1abc89d6e4aa,3,True,114.000000,0.021900,,0.329412,0.324074,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob041_traffic_light,ff0416f3-f309-4319-ab20-403a3cd6a31e,3,True,143.000000,0.000730,,0.158824,0.977469,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob045_alu,700b912e-c82c-4b41-b203-1063ecb6522f,0,False,1960.000000,0.001140,,0.119101,0.990000,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob045_alu,07fee289-d770-45a8-8242-5f5a9fce6209,1,False,1969.000000,0.001050,,0.115056,0.990789,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob045_alu,32ca9654-021f-4fcd-80a0-0951aa7fe5ed,1,False,1945.000000,0.001050,,0.125843,0.990789,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob045_alu,0689559c-a200-406b-8147-fdf63c4737b9,2,False,1970.000000,0.001050,,0.114607,0.990789,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob045_alu,4df3c7bb-8967-4eea-8954-6251831624a8,2,False,1911.000000,0.001030,,0.141124,0.990965,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob045_alu,c2a1b757-fea0-43e7-82ee-b3eeb8453cdf,2,False,1898.000000,0.001020,,0.146966,0.991053,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob045_alu,4236c8f3-fda3-4038-bd51-f139793f513f,3,True,1788.000000,0.000988,,0.196404,0.991333,,area|power
1001,sr_raw_conservative_exploit_qd,Exact T26 QD,RTLLM,Prob045_alu,f61a577f-3cf2-4fa5-b9bd-50971aa13958,3,True,1847.000000,0.000961,,0.169888,0.991570,,area|power
