backend,benchmark,problem,functionality_rate,synthesis_rate,best_score,runtime_seconds,qd_archive_type,qd_coverage,qd_score,qd_best_quality
classic_revolution,RTLLM,Prob025_sequence_detector,0.0625,0.0625,0.2768131669379634,1568.5074107646942,,,,
classic_revolution,RTLLM,Prob026_asyn_fifo,0.0,0.0,,2051.3240480422974,,,,
classic_revolution,RTLLM,Prob027_LIFObuffer,0.7083333333333334,0.7083333333333334,0.2294690424813907,1632.1160025596619,,,,
classic_revolution,RTLLM,Prob028_LFSR,0.0,0.0,,1103.1195454597473,,,,
classic_revolution,RTLLM,Prob029_barrel_shifter,0.0,0.0,,1516.4809119701385,,,,
classic_revolution,RTLLM,Prob030_right_shifter,0.8958333333333334,0.6875,-0.0,1114.048816204071,,,,
classic_revolution,RTLLM,Prob031_freq_div,0.625,0.5,0.20905712866368606,1790.3239121437073,,,,
classic_revolution,RTLLM,Prob032_freq_divbyeven,0.0,0.0,,1648.0031974315643,,,,
classic_revolution,RTLLM,Prob033_freq_divbyfrac,0.0,0.0,,1967.3927028179169,,,,
classic_revolution,RTLLM,Prob034_freq_divbyodd,0.0,0.0,,1880.9049324989319,,,,
classic_revolution,RTLLM,Prob035_calendar,0.9375,0.4583333333333333,0.02338218818936739,1548.0829727649689,,,,
classic_revolution,RTLLM,Prob036_edge_detect,0.6666666666666666,0.6041666666666666,0.038915371216712825,1403.7900931835175,,,,
classic_revolution,RTLLM,Prob037_parallel2serial,0.375,0.3541666666666667,0.2283492764287466,1838.1675553321838,,,,
classic_revolution,RTLLM,Prob038_pulse_detect,0.0,0.0,,1557.7467753887177,,,,
classic_revolution,RTLLM,Prob039_serial2parallel,0.0,0.0,,2613.564005613327,,,,
classic_revolution,RTLLM,Prob041_traffic_light,0.4791666666666667,0.4583333333333333,0.4246320503510046,2042.1173450946808,,,,
classic_revolution,RTLLM,Prob042_width_8to16,0.1875,0.0,,2048.773933172226,,,,
classic_revolution,RTLLM,Prob043_RAM,0.8541666666666666,0.8541666666666666,0.44449010410240736,1517.776460647583,,,,
classic_revolution,RTLLM,Prob044_ROM,0.625,0.625,0.32943089430894307,1197.829740524292,,,,
classic_revolution,RTLLM,Prob045_alu,0.6458333333333334,0.6458333333333334,0.41697049740456005,1954.1423938274384,,,,
classic_revolution,RTLLM,Prob046_clkgenerator,0.020833333333333332,0.0,,1490.6532897949219,,,,
classic_revolution,RTLLM,Prob047_instr_reg,0.75,0.7083333333333334,-0.0028011204481792717,1434.9474260807037,,,,
classic_revolution,RTLLM,Prob048_pe,0.4583333333333333,0.4583333333333333,0.015005149523799792,1258.2551028728485,,,,
classic_revolution,RTLLM,Prob049_signal_generator,0.5833333333333334,0.5833333333333334,0.2638032281317402,1466.870146036148,,,,
classic_revolution,RTLLM,Prob050_square_wave,0.9375,0.9375,0.2779471302691117,1341.738113641739,,,,
sr_raw_conservative_exploit_qd,RTLLM,Prob001_accu,0.8333333333333334,0.6666666666666666,0.11533137981955459,1900.3368895053864,grid_quantile,0.2962962962962963,-1.7643970056409124,0.11533137981955459
sr_raw_conservative_exploit_qd,RTLLM,Prob002_adder_16bit,1.0,1.0,0.3999021508354103,1960.12238407135,grid_quantile,0.18518518518518517,1.4969927536231884,0.3999021508354103
sr_raw_conservative_exploit_qd,RTLLM,Prob003_adder_32bit,0.9166666666666666,0.625,0.5578876849662902,1946.831642627716,grid_quantile,0.25,1.020561487610542,0.5578876849662902
sr_raw_conservative_exploit_qd,RTLLM,Prob004_adder_8bit,0.5833333333333334,0.5625,0.38154412826809186,1676.4028325080872,grid_quantile,0.109375,1.3818806875631948,0.38154412826809186
sr_raw_conservative_exploit_qd,RTLLM,Prob005_adder_bcd,0.9375,0.9375,0.3969830757910228,1776.8246474266052,grid_quantile,0.19444444444444445,2.4936840814324257,0.3969830757910228
sr_raw_conservative_exploit_qd,RTLLM,Prob007_comparator_3bit,0.9583333333333334,0.625,0.32983350322799865,1159.7650487422943,grid_quantile,0.5,1.1010993184225781,0.32983350322799865
sr_raw_conservative_exploit_qd,RTLLM,Prob008_comparator_4bit,0.9583333333333334,0.9583333333333334,0.4526954545454546,1595.6339008808136,grid_quantile,0.1875,4.642417676767677,0.4526954545454546
sr_raw_conservative_exploit_qd,RTLLM,Prob009_div_16bit,0.4583333333333333,0.3958333333333333,0.558918548326999,2020.3279867172241,grid_quantile,0.078125,2.643715776138311,0.558918548326999
sr_raw_conservative_exploit_qd,RTLLM,Prob010_radix2_div,0.25,0.08333333333333333,,2331.8764231204987,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob011_multi_16bit,0.625,0.625,0.3053325843343992,2176.022146463394,grid_quantile,0.22916666666666666,0.6964612681128103,0.3053325843343992
sr_raw_conservative_exploit_qd,RTLLM,Prob012_multi_8bit,0.8541666666666666,0.5833333333333334,0.4607810030249317,1454.237743139267,grid_quantile,0.375,1.1056474565828878,0.4607810030249317
sr_raw_conservative_exploit_qd,RTLLM,Prob014_multi_pipe_4bit,0.5833333333333334,0.0,,1647.4905393123627,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob015_multi_pipe_8bit,0.4583333333333333,0.20833333333333334,0.06071930211597925,2302.4663667678833,grid_quantile,0.140625,-0.6956638334621151,0.06071930211597925
sr_raw_conservative_exploit_qd,RTLLM,Prob016_fixed_point_adder,0.75,0.0,,1524.6081273555756,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob017_fixed_point_substractor,0.9583333333333334,0.0,,1541.6853168010712,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob019_sub_64bit,0.9583333333333334,0.9583333333333334,0.4822963927061999,1948.0578398704529,grid_quantile,0.25925925925925924,2.4207713052858684,0.4822963927061999
sr_raw_conservative_exploit_qd,RTLLM,Prob020_JC_counter,1.0,0.6666666666666666,-0.0,1363.0153937339783,grid_quantile,0.375,-0.71131221719457,-0.0
sr_raw_conservative_exploit_qd,RTLLM,Prob021_counter_12,1.0,0.8125,0.33055634223858527,1246.5385265350342,grid_quantile,0.625,0.07936732703087845,0.33055634223858527
sr_raw_conservative_exploit_qd,RTLLM,Prob022_ring_counter,0.0,0.0,,1161.4453799724579,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob023_up_down_counter,0.7708333333333334,0.6041666666666666,-0.048317271780958994,1322.3998391628265,grid_quantile,1.0,-0.048317271780958994,-0.048317271780958994
sr_raw_conservative_exploit_qd,RTLLM,Prob024_fsm,0.4375,0.20833333333333334,0.5002335522886039,1927.3994195461273,grid_quantile,0.109375,2.8782254196642683,0.5002335522886039
sr_raw_conservative_exploit_qd,RTLLM,Prob025_sequence_detector,0.20833333333333334,0.14583333333333334,,1652.797905921936,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob026_asyn_fifo,0.0,0.0,,1997.0642416477203,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob027_LIFObuffer,0.8958333333333334,0.8541666666666666,0.1824795637185385,1955.940915107727,grid_quantile,0.15625,0.8934102803564254,0.1824795637185385
sr_raw_conservative_exploit_qd,RTLLM,Prob028_LFSR,0.0,0.0,,1289.6890606880188,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob029_barrel_shifter,0.020833333333333332,0.020833333333333332,,1350.4614746570587,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob030_right_shifter,1.0,0.625,-0.0,1273.260977268219,grid_quantile,0.25,-0.08468834688346884,-0.0
sr_raw_conservative_exploit_qd,RTLLM,Prob031_freq_div,0.8125,0.3333333333333333,0.15399503229011427,1921.6765723228455,grid_quantile,0.375,0.24335817188276204,0.15399503229011427
sr_raw_conservative_exploit_qd,RTLLM,Prob032_freq_divbyeven,0.0,0.0,,1657.364916563034,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob033_freq_divbyfrac,0.0,0.0,,2279.227927207947,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob034_freq_divbyodd,0.0,0.0,,1753.3327865600586,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob035_calendar,0.8125,0.4583333333333333,0.02338218818936739,1892.4605329036713,grid_quantile,0.5,0.05043426538696966,0.02338218818936739
sr_raw_conservative_exploit_qd,RTLLM,Prob036_edge_detect,0.7083333333333334,0.6041666666666666,-0.0,1524.6129696369171,grid_quantile,0.5,-1.8287914776046872,-0.0
sr_raw_conservative_exploit_qd,RTLLM,Prob037_parallel2serial,0.20833333333333334,0.20833333333333334,0.00886109067124523,2064.3969032764435,grid_quantile,0.07407407407407407,-0.11480336848990264,0.00886109067124523
sr_raw_conservative_exploit_qd,RTLLM,Prob038_pulse_detect,0.0,0.0,,1748.7842798233032,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob039_serial2parallel,0.041666666666666664,0.041666666666666664,,2744.4792659282684,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob041_traffic_light,0.4166666666666667,0.22916666666666666,0.362716049382716,2244.769266843796,grid_quantile,0.140625,1.1802711207939967,0.362716049382716
sr_raw_conservative_exploit_qd,RTLLM,Prob042_width_8to16,0.125,0.0,,2020.5337846279144,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob043_RAM,0.625,0.375,0.4261226375763753,1612.8613715171814,grid_quantile,0.375,1.053236867449995,0.4261226375763753
sr_raw_conservative_exploit_qd,RTLLM,Prob044_ROM,0.6875,0.2916666666666667,0.32943089430894307,1466.3403363227844,grid_quantile,0.25,0.5164599303135888,0.32943089430894307
sr_raw_conservative_exploit_qd,RTLLM,Prob045_alu,0.375,0.2708333333333333,0.40770911360799,2272.6827960014343,grid_quantile,0.1875,4.603740456008936,0.40770911360799
sr_raw_conservative_exploit_qd,RTLLM,Prob046_clkgenerator,0.08333333333333333,0.0,,1390.6761147975922,grid_quantile,0.0,0.0,
sr_raw_conservative_exploit_qd,RTLLM,Prob047_instr_reg,0.7708333333333334,0.5833333333333334,-0.01637244044904785,1726.0387732982635,grid_quantile,0.1111111111111111,-0.45044839641282863,-0.01637244044904785
sr_raw_conservative_exploit_qd,RTLLM,Prob048_pe,0.4375,0.4375,0.002637280923532347,1509.5680022239685,grid_quantile,0.1111111111111111,-1.02788710495991,0.002637280923532347
sr_raw_conservative_exploit_qd,RTLLM,Prob049_signal_generator,0.6875,0.4791666666666667,0.23477469440256318,1721.1911516189575,grid_quantile,0.375,0.49762928225791914,0.23477469440256318
sr_raw_conservative_exploit_qd,RTLLM,Prob050_square_wave,0.9166666666666666,0.9166666666666666,0.17205910704362717,1420.3986134529114,grid_quantile,0.203125,0.12699735764751247,0.17205910704362717
