split,representation,method_name,seed,problem_id,budget_fraction,novelty_parent_fraction,quality_floor,quality_floor_value,valid_ppa_count,selected_count,unique_canonical_netlists,unique_motif_signatures,occupied_common_audit_cells,pareto_size,best_fitness,mean_fitness
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,RTLLM/Prob037_parallel2serial,1.0,0.1,prefix_median_valid_fitness,0.0,33,9,6,3,3,5,0.06325075627503886,0.029096012863488965
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,RTLLM/Prob037_parallel2serial,1.0,0.25,prefix_median_valid_fitness,0.0,33,9,6,3,3,5,0.06325075627503886,0.029096012863488965
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,RTLLM/Prob037_parallel2serial,1.0,0.5,prefix_median_valid_fitness,0.0,33,9,6,3,3,5,0.06325075627503886,0.029096012863488965
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,RTLLM/Prob049_signal_generator,1.0,0.0,prefix_median_valid_fitness,0.23477469440256318,53,14,2,2,2,14,0.25984938304829974,0.24193889115848793
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,RTLLM/Prob049_signal_generator,1.0,0.1,prefix_median_valid_fitness,0.23477469440256318,53,14,2,2,2,14,0.25984938304829974,0.24193889115848793
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,RTLLM/Prob049_signal_generator,1.0,0.25,prefix_median_valid_fitness,0.23477469440256318,53,14,2,2,2,14,0.25984938304829974,0.24193889115848793
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,RTLLM/Prob049_signal_generator,1.0,0.5,prefix_median_valid_fitness,0.23477469440256318,53,14,2,2,2,14,0.25984938304829974,0.24193889115848793
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,RTLLM/Prob049_signal_generator,1.0,0.0,prefix_median_valid_fitness,0.23477469440256318,53,14,2,2,2,14,0.25984938304829974,0.24193889115848793
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,RTLLM/Prob049_signal_generator,1.0,0.1,prefix_median_valid_fitness,0.23477469440256318,53,14,2,2,2,14,0.25984938304829974,0.24193889115848793
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,RTLLM/Prob049_signal_generator,1.0,0.25,prefix_median_valid_fitness,0.23477469440256318,53,14,2,2,2,14,0.25984938304829974,0.24193889115848793
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,RTLLM/Prob049_signal_generator,1.0,0.5,prefix_median_valid_fitness,0.23477469440256318,53,14,2,2,2,14,0.25984938304829974,0.24193889115848793
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.0,prefix_median_valid_fitness,0.19614349775784753,99,25,6,3,2,1,0.26414050822122576,0.26346068759342306
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.1,prefix_median_valid_fitness,0.19614349775784753,99,25,6,3,2,1,0.26414050822122576,0.26346068759342306
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.25,prefix_median_valid_fitness,0.19614349775784753,99,25,6,3,2,1,0.26414050822122576,0.26346068759342306
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.5,prefix_median_valid_fitness,0.19614349775784753,99,25,6,3,2,1,0.26414050822122576,0.26346068759342306
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.0,prefix_median_valid_fitness,0.19614349775784753,99,25,6,3,2,1,0.26414050822122576,0.26346068759342306
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.1,prefix_median_valid_fitness,0.19614349775784753,99,25,6,3,2,1,0.26414050822122576,0.26346068759342306
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.25,prefix_median_valid_fitness,0.19614349775784753,99,25,6,3,2,1,0.26414050822122576,0.26346068759342306
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.5,prefix_median_valid_fitness,0.19614349775784753,99,25,6,3,2,1,0.26414050822122576,0.26346068759342306
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.0,prefix_median_valid_fitness,-0.001417209330668869,32,8,6,6,1,5,0.1796310515178832,0.15579236298915933
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.1,prefix_median_valid_fitness,-0.001417209330668869,32,8,6,6,1,5,0.1796310515178832,0.15579236298915933
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.25,prefix_median_valid_fitness,-0.001417209330668869,32,8,7,7,2,5,0.1796310515178832,0.12729091413405957
holdout,common_audit_z4,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.5,prefix_median_valid_fitness,-0.001417209330668869,32,8,7,7,3,4,0.1796310515178832,0.12020583408455263
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.0,prefix_median_valid_fitness,-0.001417209330668869,32,8,6,6,1,5,0.1796310515178832,0.15579236298915933
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.1,prefix_median_valid_fitness,-0.001417209330668869,32,8,6,6,1,5,0.1796310515178832,0.15579236298915933
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.25,prefix_median_valid_fitness,-0.001417209330668869,32,8,7,7,2,5,0.1796310515178832,0.12729091413405957
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1001,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.5,prefix_median_valid_fitness,-0.001417209330668869,32,8,7,7,3,4,0.1796310515178832,0.12020583408455263
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob004_adder_8bit,1.0,0.0,prefix_median_valid_fitness,0.3299003322259136,65,17,4,3,2,14,0.38154412826809186,0.37503952440430166
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob004_adder_8bit,1.0,0.1,prefix_median_valid_fitness,0.3299003322259136,65,17,4,3,2,14,0.38154412826809186,0.37503952440430166
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob004_adder_8bit,1.0,0.25,prefix_median_valid_fitness,0.3299003322259136,65,17,4,3,2,14,0.38154412826809186,0.3750395244043016
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob004_adder_8bit,1.0,0.5,prefix_median_valid_fitness,0.3299003322259136,65,17,4,3,2,14,0.38154412826809186,0.3750395244043016
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob004_adder_8bit,1.0,0.0,prefix_median_valid_fitness,0.3299003322259136,65,17,4,3,2,14,0.38154412826809186,0.37503952440430166
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob004_adder_8bit,1.0,0.1,prefix_median_valid_fitness,0.3299003322259136,65,17,4,3,2,14,0.38154412826809186,0.37503952440430166
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob004_adder_8bit,1.0,0.25,prefix_median_valid_fitness,0.3299003322259136,65,17,4,3,2,14,0.38154412826809186,0.3750395244043016
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob004_adder_8bit,1.0,0.5,prefix_median_valid_fitness,0.3299003322259136,65,17,4,3,2,14,0.38154412826809186,0.3750395244043016
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob037_parallel2serial,1.0,0.0,prefix_median_valid_fitness,0.0,26,7,5,4,3,2,0.11000408797318291,0.027282432227244607
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob037_parallel2serial,1.0,0.1,prefix_median_valid_fitness,0.0,26,7,5,4,3,2,0.11000408797318291,0.027282432227244607
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob037_parallel2serial,1.0,0.25,prefix_median_valid_fitness,0.0,26,7,5,4,3,2,0.11000408797318291,0.027282432227244607
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob037_parallel2serial,1.0,0.5,prefix_median_valid_fitness,0.0,26,7,5,4,3,2,0.11000408797318291,0.027282432227244607
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob037_parallel2serial,1.0,0.0,prefix_median_valid_fitness,0.0,26,7,5,4,3,2,0.11000408797318291,0.027282432227244607
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob037_parallel2serial,1.0,0.1,prefix_median_valid_fitness,0.0,26,7,5,4,3,2,0.11000408797318291,0.027282432227244607
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob037_parallel2serial,1.0,0.25,prefix_median_valid_fitness,0.0,26,7,5,4,3,2,0.11000408797318291,0.027282432227244607
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob037_parallel2serial,1.0,0.5,prefix_median_valid_fitness,0.0,26,7,5,4,3,2,0.11000408797318291,0.027282432227244607
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob049_signal_generator,1.0,0.0,prefix_median_valid_fitness,0.23477469440256318,55,14,4,3,3,14,0.25984938304829974,0.2483775688199368
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob049_signal_generator,1.0,0.1,prefix_median_valid_fitness,0.23477469440256318,55,14,4,3,3,14,0.25984938304829974,0.2483775688199368
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob049_signal_generator,1.0,0.25,prefix_median_valid_fitness,0.23477469440256318,55,14,4,3,3,14,0.25984938304829974,0.2483775688199368
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,RTLLM/Prob049_signal_generator,1.0,0.5,prefix_median_valid_fitness,0.23477469440256318,55,14,4,3,3,14,0.25984938304829974,0.2483775688199368
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob049_signal_generator,1.0,0.0,prefix_median_valid_fitness,0.23477469440256318,55,14,4,3,3,14,0.25984938304829974,0.2483775688199368
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob049_signal_generator,1.0,0.1,prefix_median_valid_fitness,0.23477469440256318,55,14,4,3,3,14,0.25984938304829974,0.2483775688199368
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob049_signal_generator,1.0,0.25,prefix_median_valid_fitness,0.23477469440256318,55,14,4,3,3,14,0.25984938304829974,0.2483775688199368
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,RTLLM/Prob049_signal_generator,1.0,0.5,prefix_median_valid_fitness,0.23477469440256318,55,14,4,3,3,14,0.25984938304829974,0.2483775688199368
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.0,prefix_median_valid_fitness,0.19614349775784753,75,19,6,4,2,9,0.39769805680119585,0.3236763433246795
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.1,prefix_median_valid_fitness,0.19614349775784753,75,19,6,4,2,9,0.39769805680119585,0.3236763433246795
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.25,prefix_median_valid_fitness,0.19614349775784753,75,19,6,4,2,9,0.39769805680119585,0.3236763433246795
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.5,prefix_median_valid_fitness,0.19614349775784753,75,19,6,4,2,9,0.39769805680119585,0.3236763433246795
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.0,prefix_median_valid_fitness,0.19614349775784753,75,19,6,4,2,9,0.39769805680119585,0.3236763433246795
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.1,prefix_median_valid_fitness,0.19614349775784753,75,19,6,4,2,9,0.39769805680119585,0.3236763433246795
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.25,prefix_median_valid_fitness,0.19614349775784753,75,19,6,4,2,9,0.39769805680119585,0.3236763433246795
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.5,prefix_median_valid_fitness,0.19614349775784753,75,19,6,4,2,9,0.39769805680119585,0.3236763433246795
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.0,prefix_median_valid_fitness,-0.022618235611786698,40,10,5,4,2,10,0.13560291914358902,0.130478960606691
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.1,prefix_median_valid_fitness,-0.022618235611786698,40,10,5,4,2,9,0.13560291914358902,0.12456772425734355
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.25,prefix_median_valid_fitness,-0.022618235611786698,40,10,6,5,2,8,0.13560291914358902,0.1104393298493569
holdout,common_audit_z4,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.5,prefix_median_valid_fitness,-0.022618235611786698,40,10,7,6,2,7,0.13560291914358902,0.09648492413210534
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.0,prefix_median_valid_fitness,-0.022618235611786698,40,10,5,4,2,10,0.13560291914358902,0.130478960606691
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.1,prefix_median_valid_fitness,-0.022618235611786698,40,10,5,4,2,9,0.13560291914358902,0.12456772425734355
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.25,prefix_median_valid_fitness,-0.022618235611786698,40,10,6,5,2,8,0.13560291914358902,0.1104393298493569
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1002,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.5,prefix_median_valid_fitness,-0.022618235611786698,40,10,7,6,2,7,0.13560291914358902,0.09648492413210534
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob004_adder_8bit,1.0,0.0,prefix_median_valid_fitness,0.3299003322259136,80,20,5,3,2,16,0.38154412826809186,0.37378869950406857
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob004_adder_8bit,1.0,0.1,prefix_median_valid_fitness,0.3299003322259136,80,20,5,3,2,16,0.38154412826809186,0.37378869950406857
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob004_adder_8bit,1.0,0.25,prefix_median_valid_fitness,0.3299003322259136,80,20,5,3,2,16,0.38154412826809186,0.37378869950406857
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob004_adder_8bit,1.0,0.5,prefix_median_valid_fitness,0.3299003322259136,80,20,5,3,2,16,0.38154412826809186,0.37378869950406857
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob004_adder_8bit,1.0,0.0,prefix_median_valid_fitness,0.3299003322259136,80,20,5,3,2,16,0.38154412826809186,0.37378869950406857
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob004_adder_8bit,1.0,0.1,prefix_median_valid_fitness,0.3299003322259136,80,20,5,3,2,16,0.38154412826809186,0.37378869950406857
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob004_adder_8bit,1.0,0.25,prefix_median_valid_fitness,0.3299003322259136,80,20,5,3,2,16,0.38154412826809186,0.37378869950406857
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob004_adder_8bit,1.0,0.5,prefix_median_valid_fitness,0.3299003322259136,80,20,5,3,2,16,0.38154412826809186,0.37378869950406857
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob037_parallel2serial,1.0,0.0,prefix_median_valid_fitness,0.0,21,6,4,4,3,4,0.06325075627503886,0.04349930504455893
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob037_parallel2serial,1.0,0.1,prefix_median_valid_fitness,0.0,21,6,4,4,3,4,0.06325075627503886,0.04349930504455893
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob037_parallel2serial,1.0,0.25,prefix_median_valid_fitness,0.0,21,6,4,4,3,4,0.06325075627503886,0.04349930504455893
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob037_parallel2serial,1.0,0.5,prefix_median_valid_fitness,0.0,21,6,4,4,3,4,0.06325075627503886,0.04349930504455893
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob037_parallel2serial,1.0,0.0,prefix_median_valid_fitness,0.0,21,6,4,4,3,4,0.06325075627503886,0.04349930504455893
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob037_parallel2serial,1.0,0.1,prefix_median_valid_fitness,0.0,21,6,4,4,3,4,0.06325075627503886,0.04349930504455893
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob037_parallel2serial,1.0,0.25,prefix_median_valid_fitness,0.0,21,6,4,4,3,4,0.06325075627503886,0.04349930504455893
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob037_parallel2serial,1.0,0.5,prefix_median_valid_fitness,0.0,21,6,4,4,3,4,0.06325075627503886,0.04349930504455893
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob049_signal_generator,1.0,0.0,prefix_median_valid_fitness,0.23477469440256318,58,15,2,2,2,15,0.25984938304829974,0.24647621577057363
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob049_signal_generator,1.0,0.1,prefix_median_valid_fitness,0.23477469440256318,58,15,2,2,2,15,0.25984938304829974,0.24647621577057363
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob049_signal_generator,1.0,0.25,prefix_median_valid_fitness,0.23477469440256318,58,15,2,2,2,15,0.25984938304829974,0.24647621577057363
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,RTLLM/Prob049_signal_generator,1.0,0.5,prefix_median_valid_fitness,0.23477469440256318,58,15,2,2,2,15,0.25984938304829974,0.24647621577057363
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob049_signal_generator,1.0,0.0,prefix_median_valid_fitness,0.23477469440256318,58,15,2,2,2,15,0.25984938304829974,0.24647621577057363
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob049_signal_generator,1.0,0.1,prefix_median_valid_fitness,0.23477469440256318,58,15,2,2,2,15,0.25984938304829974,0.24647621577057363
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob049_signal_generator,1.0,0.25,prefix_median_valid_fitness,0.23477469440256318,58,15,2,2,2,15,0.25984938304829974,0.24647621577057363
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,RTLLM/Prob049_signal_generator,1.0,0.5,prefix_median_valid_fitness,0.23477469440256318,58,15,2,2,2,15,0.25984938304829974,0.24647621577057363
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.0,prefix_median_valid_fitness,0.19614349775784753,87,22,7,4,1,10,0.2636173393124066,0.23900190243239575
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.1,prefix_median_valid_fitness,0.19614349775784753,87,22,7,4,1,10,0.2636173393124066,0.23900190243239575
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.25,prefix_median_valid_fitness,0.19614349775784753,87,22,7,4,1,10,0.2636173393124066,0.23900190243239575
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.5,prefix_median_valid_fitness,0.19614349775784753,87,22,7,4,1,10,0.2636173393124066,0.23900190243239575
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.0,prefix_median_valid_fitness,0.19614349775784753,87,22,7,4,1,10,0.2636173393124066,0.23900190243239575
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.1,prefix_median_valid_fitness,0.19614349775784753,87,22,7,4,1,10,0.2636173393124066,0.23900190243239575
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.25,prefix_median_valid_fitness,0.19614349775784753,87,22,7,4,1,10,0.2636173393124066,0.23900190243239575
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,1.0,0.5,prefix_median_valid_fitness,0.19614349775784753,87,22,7,4,1,10,0.2636173393124066,0.23900190243239575
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.0,prefix_median_valid_fitness,-0.028172593419108917,20,5,4,4,1,2,0.13560291914358902,0.0733478323908946
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.1,prefix_median_valid_fitness,-0.028172593419108917,20,5,4,4,1,2,0.13560291914358902,0.0733478323908946
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.25,prefix_median_valid_fitness,-0.028172593419108917,20,5,4,4,1,2,0.13560291914358902,0.06500651196802644
holdout,common_audit_z4,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.5,prefix_median_valid_fitness,-0.028172593419108917,20,5,5,5,1,2,0.13560291914358902,0.05342084880424802
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.0,prefix_median_valid_fitness,-0.028172593419108917,20,5,4,4,1,2,0.13560291914358902,0.0733478323908946
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.1,prefix_median_valid_fitness,-0.028172593419108917,20,5,4,4,1,2,0.13560291914358902,0.0733478323908946
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.25,prefix_median_valid_fitness,-0.028172593419108917,20,5,4,4,1,2,0.13560291914358902,0.06500651196802644
holdout,aurora_linear_ae3,sr_random_relu_pca_qd,1003,VerilogEval-Spec-to-RTL/Prob153_gshare,1.0,0.5,prefix_median_valid_fitness,-0.028172593419108917,20,5,5,5,1,2,0.13560291914358902,0.05342084880424802
holdout,common_audit_z4,synthesis_trajectory_nod,1001,RTLLM/Prob004_adder_8bit,1.0,0.0,prefix_median_valid_fitness,0.3299003322259136,75,19,7,2,2,14,0.38154412826809186,0.3679536556254134
holdout,common_audit_z4,synthesis_trajectory_nod,1001,RTLLM/Prob004_adder_8bit,1.0,0.1,prefix_median_valid_fitness,0.3299003322259136,75,19,7,2,2,14,0.38154412826809186,0.3679536556254134
holdout,common_audit_z4,synthesis_trajectory_nod,1001,RTLLM/Prob004_adder_8bit,1.0,0.25,prefix_median_valid_fitness,0.3299003322259136,75,19,7,2,2,14,0.38154412826809186,0.3679536556254134
