candidate_id,nearest_candidate_id,nearest_cosine,same_backend,same_problem,same_canonical_sha256
fbc87b93-b222-434d-a4e4-2fed8d35a934,9046d9a6-6712-4ab2-b741-0c47203bf163,0.993954659,False,True,False
65a387a6-ecbe-4d74-a0d9-71e0fa2e4af1,0f28a9a0-2736-4141-a82f-5ff47533345e,0.989698172,True,True,False
7013c4fe-1691-480f-879b-9e8df9a00fb1,d77d0daf-9181-41cd-87ee-01a9c4439244,0.995468736,True,True,False
977fa12f-4bc7-4dd6-878d-eb473dc7fc75,e7abb82b-5bb7-4611-9815-7772f24b38a9,0.993536711,True,True,False
c5fa9230-5ba2-4ebd-867b-05d1aa67fcdf,9d843184-9af2-45d8-85f5-23aff89efedd,0.996897936,True,True,False
fe4bc3ce-0097-404c-b733-4d63d4698a3d,7e833287-fbce-453c-8ac5-03a57d5966d2,0.996653914,True,True,False
70ef141f-5730-4220-afe7-ca88e5f06cef,96e419d3-0765-4a9f-8b03-734f39ea9d4d,0.994000316,False,True,False
46b1be03-269f-420f-951c-ae169bf7196b,e7abb82b-5bb7-4611-9815-7772f24b38a9,0.997234166,True,True,False
2a19a8f0-6a61-44d0-aa52-6d16e1887b1b,2821f9f9-7879-40cb-ab6d-94e49915d1b3,0.996423006,False,True,False
7e833287-fbce-453c-8ac5-03a57d5966d2,a071620a-ee7d-48e3-979e-b801d6370383,0.998936892,True,True,False
a071620a-ee7d-48e3-979e-b801d6370383,7e833287-fbce-453c-8ac5-03a57d5966d2,0.998936892,True,True,False
9d843184-9af2-45d8-85f5-23aff89efedd,01171f4f-a530-48c3-830e-635f3b438d53,0.999689102,False,True,False
e7abb82b-5bb7-4611-9815-7772f24b38a9,46b1be03-269f-420f-951c-ae169bf7196b,0.997234166,True,True,False
228810c1-5c79-49cc-aa8f-53ffe894be5b,5ddc2550-af26-4415-8f52-271db78f0164,0.986242414,False,True,False
0486e42c-ad6d-49a1-bd3f-f2ebb4f3376a,bafad1b6-72d6-4dc2-835d-7c6b73d2d131,0.984727323,False,True,False
a767d2b8-4a02-4a5d-8333-4aeb36f1b697,5719cc59-8e5c-4c2b-9600-a67f7482198f,0.970190763,True,True,False
09cfa0cf-9977-4b9a-aaee-c2e4a2bf267b,4206fe76-1007-42d8-a5c7-d421464b9493,0.993296504,True,True,False
ae802e04-53ba-4a4c-9fdc-5c716dbb03de,60e318ba-33d7-4719-a1c1-56dc58add15c,0.980807662,True,True,False
0dd1d0fd-f5d2-4139-819d-419588927249,0d15d2ec-26be-4495-8aab-9d47630044fe,0.965825856,True,True,False
4206fe76-1007-42d8-a5c7-d421464b9493,09cfa0cf-9977-4b9a-aaee-c2e4a2bf267b,0.993296504,True,True,False
c6c15e4f-86f5-46d8-83d0-f78e0b0ec30c,5719cc59-8e5c-4c2b-9600-a67f7482198f,0.993557990,True,True,False
5719cc59-8e5c-4c2b-9600-a67f7482198f,c6c15e4f-86f5-46d8-83d0-f78e0b0ec30c,0.993557990,True,True,False
da17e224-18dc-46a8-a371-92dd296c970e,3a11f182-04a9-46a7-96ca-4cdbb9ae8214,0.997366667,True,True,False
0d15d2ec-26be-4495-8aab-9d47630044fe,5719cc59-8e5c-4c2b-9600-a67f7482198f,0.991214097,True,True,False
3a11f182-04a9-46a7-96ca-4cdbb9ae8214,da17e224-18dc-46a8-a371-92dd296c970e,0.997366667,True,True,False
60e318ba-33d7-4719-a1c1-56dc58add15c,524ff828-3e4b-440b-8d4c-c01eb5f16ef2,0.987568855,True,True,False
890f3588-0c49-4301-bff7-27fb33232122,0fbbb4a1-b5e8-47e4-9d8a-ed5e47300c6f,0.978999972,True,True,False
0fbbb4a1-b5e8-47e4-9d8a-ed5e47300c6f,890f3588-0c49-4301-bff7-27fb33232122,0.978999972,True,True,False
f2b73330-23b7-4bac-aa73-5d9e584f0400,b7cd5eb7-4fec-49bd-a5d7-5b28a1007b19,0.980895162,False,True,False
fa9097fd-4c46-4e96-903e-88cc546b4ea6,09cfa0cf-9977-4b9a-aaee-c2e4a2bf267b,0.962051272,True,True,False
524ff828-3e4b-440b-8d4c-c01eb5f16ef2,60e318ba-33d7-4719-a1c1-56dc58add15c,0.987568855,True,True,False
ab99d4c7-2c07-446f-beda-1e9a164a6153,09cfa0cf-9977-4b9a-aaee-c2e4a2bf267b,0.968255639,True,True,False
5c864b6b-a94f-44b3-a3f0-06751b53b72b,60e318ba-33d7-4719-a1c1-56dc58add15c,0.972417474,True,True,False
29ccad1b-10d7-4967-b09b-c91fbab649fe,e717a09f-c2ea-4a8d-a8d4-0434af2a1c15,0.985987723,False,True,False
8635989f-2669-44ea-a1be-b0d867939fce,e7abbc8a-bed9-487e-9de2-9d4130092b44,0.995151639,True,True,False
8f81afa7-37e0-48c7-838f-916e5ccecde3,4820495f-a622-431f-86c8-8cab6099e751,0.997510970,True,True,False
a2b68d78-81ec-41d8-882f-215ee8fb4ec0,8f81afa7-37e0-48c7-838f-916e5ccecde3,0.994998813,True,True,False
773212b6-7f08-4781-b76d-a81182157964,d3ca7a56-d850-45f8-a7ee-58f93b68b9f8,0.988266945,False,True,False
4820495f-a622-431f-86c8-8cab6099e751,8f81afa7-37e0-48c7-838f-916e5ccecde3,0.997510970,True,True,False
ccb5b02e-38f1-47e2-84e4-13c3269f7709,f6744f4d-92fc-455f-bef2-df8b2c83acbe,0.999448180,False,True,False
e7abbc8a-bed9-487e-9de2-9d4130092b44,8635989f-2669-44ea-a1be-b0d867939fce,0.995151639,True,True,False
6fe9c9b9-978d-4f3b-ab93-59ea51464395,9158f424-d7d7-4bdc-959e-94dce2fb14c1,0.980947673,False,True,False
62756fba-3a7f-4b05-8140-f1908e947002,9158f424-d7d7-4bdc-959e-94dce2fb14c1,0.986549497,False,True,False
4dd0da5a-4797-4bfa-83c5-b3540d385f05,02a08fa1-e790-433a-bb2b-02517c2da7fc,0.974846721,True,True,False
8f710d76-cd52-454c-962e-793e22a2a849,9ed1b9f7-8f79-4160-b0d7-28179db261c7,0.989544630,True,True,False
24ff008f-3493-4008-96bb-b8122e104c08,0e92ac5d-a4da-4a68-8733-e22403e3fb7a,0.977782547,True,True,False
e47169b1-e1d0-42c3-815c-b5d372637388,4d4b33af-56d9-455d-9253-0021510409c5,0.995894253,False,True,False
52e2c15b-d20f-488a-9c49-70953c18943d,79cde0b6-e247-4cc2-8651-cdbde9dc48a7,0.997130990,False,True,False
b3a0c754-2fba-4b0b-8494-4087191f9737,853e2da7-5a8a-477a-841a-b9d94e1d1f0a,0.986555398,False,True,False
b76aca44-3b5d-4f18-8a00-5db951d4d5eb,d2ff32c2-2e77-4800-bfab-62a65a20273a,0.980108023,True,True,False
32bf53b5-0363-4c61-828e-3e3317da354c,88bf23c6-1bb5-4f8f-a288-e9837e711e9c,0.996940374,True,True,False
ce58a920-b70b-4f51-ba90-0b2a53c6776c,79cde0b6-e247-4cc2-8651-cdbde9dc48a7,0.994697750,False,True,False
ff3bd414-b6a0-40ff-b2aa-ceb3d9d48491,88bf23c6-1bb5-4f8f-a288-e9837e711e9c,0.993045509,True,True,False
f5c8d1aa-641f-4511-be34-79bd811f67ad,e65da2c4-0900-4bc2-8049-38501383e5b3,0.988878667,False,True,False
0e92ac5d-a4da-4a68-8733-e22403e3fb7a,b76aca44-3b5d-4f18-8a00-5db951d4d5eb,0.979978263,True,True,False
5d82e0b6-96d0-48cb-b790-1e9b0fe73b82,fec1bff1-ed2f-43c3-b97b-b0a466119ef3,0.984234393,True,True,False
02a08fa1-e790-433a-bb2b-02517c2da7fc,4dd0da5a-4797-4bfa-83c5-b3540d385f05,0.974846721,True,True,False
36dea8a9-1321-445a-82c2-a55d6ab15b05,ccb5b02e-38f1-47e2-84e4-13c3269f7709,0.995874286,True,True,False
9ed1b9f7-8f79-4160-b0d7-28179db261c7,8f81afa7-37e0-48c7-838f-916e5ccecde3,0.990307629,True,True,False
d2903b03-33d9-4e41-b759-9e464bce50f5,d2ff32c2-2e77-4800-bfab-62a65a20273a,0.985866129,True,True,False
6c9323c1-85eb-43c7-9de0-d9edf1d0a04a,79cde0b6-e247-4cc2-8651-cdbde9dc48a7,0.995125413,False,True,False
fec1bff1-ed2f-43c3-b97b-b0a466119ef3,055db26b-1876-428b-b221-b7d9977fdd14,0.987319946,True,True,False
8794dc24-2d10-4233-960d-18ade924be04,9ed1b9f7-8f79-4160-b0d7-28179db261c7,0.983050883,True,True,False
88bf23c6-1bb5-4f8f-a288-e9837e711e9c,32bf53b5-0363-4c61-828e-3e3317da354c,0.996940374,True,True,False
90d082de-13da-4c91-bc4d-ea9972b923fc,f6744f4d-92fc-455f-bef2-df8b2c83acbe,0.993606687,False,True,False
055db26b-1876-428b-b221-b7d9977fdd14,fec1bff1-ed2f-43c3-b97b-b0a466119ef3,0.987319946,True,True,False
5e06853e-f27d-4b7b-9678-f942bde783a7,507bcd3d-cf94-4eff-a4b6-1b05243d4d92,0.993632972,False,True,False
d2ff32c2-2e77-4800-bfab-62a65a20273a,d2903b03-33d9-4e41-b759-9e464bce50f5,0.985866129,True,True,False
6d0551dd-bc7f-4688-8651-b6e9ac6e5601,79cde0b6-e247-4cc2-8651-cdbde9dc48a7,0.996855319,False,True,False
e0f5f45c-43d9-44a8-9c4c-af583e035bbc,a9917c53-9602-4a20-a42e-a898de6924f4,1.004279137,False,True,True
7357ba0e-a987-43db-9d39-a79e20e01e31,3d1c10bf-4dbb-4a3d-a3a7-91253b059f52,0.992322803,False,True,False
48275430-431e-49d2-a494-58f97d156607,8de1ca47-e001-48c3-a353-a521c56a3c95,0.996769726,False,True,True
2b07a26c-1b8b-4de8-bdba-61a269226fe9,a6b29f53-febf-479f-993d-ec0a9507a236,0.999743581,False,True,True
183ae0e8-a211-41c8-acc4-b8b742128ab1,72eefeb7-8136-4bba-96ca-ff938a2cdd9f,0.999595642,False,True,True
b59be1b6-8b6c-4a6a-86bc-54884096ff02,d8627528-9926-4863-a69f-b6275447fc45,1.001537919,False,True,True
f340ccdd-990b-473f-b9e6-b774e81272a8,c2b6cd25-4e41-4016-a936-36697d1b795e,1.007358551,True,True,True
16c12de8-2d44-4247-91e8-8ce33370ecc1,dce11e57-3861-4f33-a0cf-f70378ea705a,0.998955071,True,True,False
dce11e57-3861-4f33-a0cf-f70378ea705a,16c12de8-2d44-4247-91e8-8ce33370ecc1,0.998955071,True,True,False
c2c790ff-0db3-43b7-9262-56a045b2faee,772aba9a-0f0b-4853-9e7f-62c53c8047cd,0.999823689,False,True,True
6f121abf-b02e-4ebf-b3ad-21d5679bc399,9e62edc9-9f36-47d4-aee7-9e552607d4b3,0.965157270,False,True,False
d024ffd2-7c64-4db7-b106-de95f7596ff5,16c12de8-2d44-4247-91e8-8ce33370ecc1,0.995982409,True,True,False
9776f3af-7844-4a44-96df-3363e8ffbf69,17bdcbda-7719-47fd-93f6-f44f03f03dcc,0.997993469,False,True,True
c2b6cd25-4e41-4016-a936-36697d1b795e,f340ccdd-990b-473f-b9e6-b774e81272a8,1.007358551,True,True,True
5069ed15-9c57-47f8-b519-a4f53a045971,f340ccdd-990b-473f-b9e6-b774e81272a8,0.971915960,True,True,False
bb6d7d87-a0a5-46f6-8e8b-6fe9b157fac2,16d63ac0-66a6-4e44-ba39-fbedc4df9850,0.997998953,False,True,False
e581a4ab-ee8e-4582-8ec4-b8b3ea752d9b,74bc644b-ec28-44dc-b743-0a80226093c8,0.998540044,False,True,False
5963ae67-3eef-41ae-a81d-827a3d3adfa0,6f478c05-21bb-4779-97bf-21830211eea5,1.000936151,False,True,True
18facc69-1e69-4b8b-b2ac-d3772e3012d1,c9f8e216-192c-498e-83cf-423912b55ee8,0.992007554,True,True,False
83c5fa80-5ef1-46d4-b6b2-ecb1a2351705,99964e42-27bb-4fd8-9453-289af2372222,1.002554417,True,True,True
b13490d4-57aa-48ce-8b7d-9314ae22dee4,f9ad1d33-1b48-487b-9953-f4c459377cd6,0.996766567,True,True,False
c6ab0872-f7b7-4026-ad07-c7f6496134e0,63c9c15e-077d-4b72-ad00-64c1360da0fc,0.975532711,True,True,False
f9ad1d33-1b48-487b-9953-f4c459377cd6,b13490d4-57aa-48ce-8b7d-9314ae22dee4,0.996766567,True,True,False
d0c2a817-1f3f-48d0-9dcf-6e1968566b64,a75a5215-7880-476e-a080-881e3495cf3b,0.997476816,True,True,True
63c9c15e-077d-4b72-ad00-64c1360da0fc,10768610-48b2-465a-9f81-ded29318330a,0.994804978,True,True,False
6ac113eb-7a8c-4891-b48a-306d65f50dfe,a11e3bf4-c92b-468b-8143-343650ff016d,0.918186784,True,False,False
10768610-48b2-465a-9f81-ded29318330a,47a6b5de-6499-448a-b653-749fc233c3a4,0.999516606,True,True,True
7954fae9-1048-427b-a93d-cc609cc36ebb,63c9c15e-077d-4b72-ad00-64c1360da0fc,0.990821004,True,True,False
dec61105-a70b-4b05-b9f8-d84c6d0d2dc6,edfddab7-b883-4015-8717-d1049c905104,1.006636977,True,True,True
47a6b5de-6499-448a-b653-749fc233c3a4,10768610-48b2-465a-9f81-ded29318330a,0.999516606,True,True,True
c11d6ab9-a4d1-48b2-939c-f4e933df38b7,dec61105-a70b-4b05-b9f8-d84c6d0d2dc6,0.997938991,True,True,False
e3026518-5869-4876-b156-f1562354f4af,777c17da-a3ba-44d2-ade0-71fcce828c16,0.949277878,True,False,False
edfddab7-b883-4015-8717-d1049c905104,dec61105-a70b-4b05-b9f8-d84c6d0d2dc6,1.006636977,True,True,True
99964e42-27bb-4fd8-9453-289af2372222,83c5fa80-5ef1-46d4-b6b2-ecb1a2351705,1.002554417,True,True,True
ff3d15be-fed1-420a-a3f2-a9188f794bf5,315cadb4-416b-4a36-9055-f77aea64f339,0.933745861,True,False,False
d00f46b6-4c1e-4241-af01-a86596dfccde,e268f5d6-e1a3-4314-93d1-66f3c3b568b9,0.997617364,False,True,False
77dcdee5-2e5c-4f5c-91bd-97f3eb195ed0,6651e006-4428-4af0-8a87-47124adee267,1.000681758,True,True,True
dbc92daf-3b54-4dd7-ac8e-eb4eca44e8d3,4c5fbf43-c98a-45d0-ae01-8546ec949b2f,0.911530316,True,True,False
a75a5215-7880-476e-a080-881e3495cf3b,d0c2a817-1f3f-48d0-9dcf-6e1968566b64,0.997476816,True,True,True
4c5fbf43-c98a-45d0-ae01-8546ec949b2f,7dc1d051-6a55-4d8b-8482-430dd4f8b991,0.982421279,False,True,False
6651e006-4428-4af0-8a87-47124adee267,77dcdee5-2e5c-4f5c-91bd-97f3eb195ed0,1.000681758,True,True,True
a454f604-1179-4243-ae0f-564252f71bf4,edfddab7-b883-4015-8717-d1049c905104,0.985845089,True,True,False
3ee9136f-dbfa-4b26-9adc-3ec02f121d6d,77dcdee5-2e5c-4f5c-91bd-97f3eb195ed0,1.000681758,True,True,True
c33f3516-c84e-4ab2-a302-9e96994d6af5,a454f604-1179-4243-ae0f-564252f71bf4,0.980575919,True,True,False
329b51d3-4c91-4f82-823f-750e7262532a,9a9de304-0f3b-47a4-bbed-597586837b26,0.999307215,False,True,False
c9f8e216-192c-498e-83cf-423912b55ee8,8d4613fd-b243-4501-af78-1b035aa56f68,1.000218153,False,True,False
4164b9c4-6b82-4439-b0aa-fd163862eaa5,77dcdee5-2e5c-4f5c-91bd-97f3eb195ed0,1.000681758,True,True,True
f32b0f5f-797f-441d-8043-c499188e436e,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,0.997064233,False,True,False
b76c7825-4891-4107-b6dd-1ea18b0c0972,ddf68436-bf2d-4b92-8d27-58051ed5fffd,0.997637987,True,True,False
e7f9f9bd-2707-4fc3-af37-ebf132fb6682,48b9b77e-4b9b-47c1-99e6-41ebf5eda5f6,0.998654008,False,True,False
ddf68436-bf2d-4b92-8d27-58051ed5fffd,b76c7825-4891-4107-b6dd-1ea18b0c0972,0.997637987,True,True,False
5ff4bc89-85d5-48be-9a93-ac56aa92096f,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,1.000784516,False,True,True
beff10ee-0651-4d47-9407-5371545fc070,6864b9ed-7093-4a37-8743-5f026e9378a7,0.999173522,True,True,True
e5d02fe2-4819-4d3a-becb-a3dcbf2952ef,9d4c5859-dc3c-404b-9bd1-ea5353af005c,0.988083363,False,True,False
9619b30d-0c9f-4e92-8e8d-72871c0eddb3,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,1.000784516,False,True,True
a11e3bf4-c92b-468b-8143-343650ff016d,6ac113eb-7a8c-4891-b48a-306d65f50dfe,0.918186784,True,False,False
c5945933-7443-42e4-aad8-571eee461244,9650e766-19af-43d2-8a14-65bfac6646a4,0.983797133,True,True,False
b799b9c4-8e57-47ad-90bd-ef893c3a74ea,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,0.997914195,False,True,False
f7fcf90b-5829-498b-b642-1b0a620e2e29,97158987-c6d1-4574-944c-bffa264f19c1,0.997100115,False,True,False
77c0d609-2912-4b70-87f4-ea955c639bae,b06fd697-4eb2-454c-b7d8-2023afa2c58f,0.997805476,False,True,False
315cadb4-416b-4a36-9055-f77aea64f339,97158987-c6d1-4574-944c-bffa264f19c1,0.996310115,False,True,False
e756c2fc-68ae-4b37-be7d-b4c50013ff38,b7df6828-775b-4ca6-9188-f89469734ce9,0.997336745,True,True,True
76f7605a-1184-468f-8f0b-e468c0748293,fae2183d-a38e-4476-82a1-c76179f07347,0.996062338,True,True,False
6c4f6e7b-dea8-443f-a31f-fcc44ee14610,f7fcf90b-5829-498b-b642-1b0a620e2e29,0.986782253,True,True,False
9650e766-19af-43d2-8a14-65bfac6646a4,7b15b37d-9bfe-4595-bdc9-93bd726968b6,0.985233426,True,True,False
0eadc1e3-a860-4f96-a1ae-7dbdfc473a96,27dac796-8c66-4259-b433-fc7b017cd8a5,0.986286879,True,True,False
fae2183d-a38e-4476-82a1-c76179f07347,76f7605a-1184-468f-8f0b-e468c0748293,0.996062338,True,True,False
27dac796-8c66-4259-b433-fc7b017cd8a5,0eadc1e3-a860-4f96-a1ae-7dbdfc473a96,0.986286879,True,True,False
01fa1980-999b-4e13-ba02-2e0cb98c45a2,bd31c4b9-e992-4ffb-8154-12d16998658b,0.992045283,False,True,False
705a4db2-927d-4176-b6e7-7b8978c103d7,ccbfd35e-4b61-470b-af00-ad1ae5bdeaac,0.986262679,True,True,False
777c17da-a3ba-44d2-ade0-71fcce828c16,ccbfd35e-4b61-470b-af00-ad1ae5bdeaac,0.986972094,True,True,False
ccbfd35e-4b61-470b-af00-ad1ae5bdeaac,777c17da-a3ba-44d2-ade0-71fcce828c16,0.986972094,True,True,False
a4d8a421-1d60-48d8-9308-895874748f1a,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,1.000784516,False,True,True
82824b3e-f56d-4874-9f7e-b96ebc02a8e6,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,0.997914195,False,True,False
b7df6828-775b-4ca6-9188-f89469734ce9,e756c2fc-68ae-4b37-be7d-b4c50013ff38,0.997336745,True,True,True
b7ade635-655f-4e7e-8f4e-9cc8656619c1,b76c7825-4891-4107-b6dd-1ea18b0c0972,0.997637987,True,True,False
c3903172-3ada-4993-9154-7b05f54b0e2b,feff8d1b-bebd-4fb0-abfe-ee03d69fd0c4,0.996424794,False,True,True
7b15b37d-9bfe-4595-bdc9-93bd726968b6,9650e766-19af-43d2-8a14-65bfac6646a4,0.985233426,True,True,False
69b04af7-14de-4b77-8141-44eb2088d7f8,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,1.000784516,False,True,True
4035585f-c6e7-46a4-a7c4-06beb190310c,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,1.000784516,False,True,True
46ed9f6b-50af-4f95-b887-354b97e42ef1,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,1.000784516,False,True,True
064096c8-ee7e-4b66-8f2c-f5628ad6355b,e756c2fc-68ae-4b37-be7d-b4c50013ff38,0.985450983,True,True,False
70f507ba-9ea9-4623-8641-8e5d3d14b6d3,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,1.000784516,False,True,True
d7c12195-66bd-4607-8291-599d3ed5ad27,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,1.000784516,False,True,True
8909b564-1184-4471-b40f-68a05242b40d,48b9b77e-4b9b-47c1-99e6-41ebf5eda5f6,0.996041298,False,True,False
d9cc10db-20a7-4340-b41f-88de20487943,f7fcf90b-5829-498b-b642-1b0a620e2e29,0.989071250,True,True,False
6864b9ed-7093-4a37-8743-5f026e9378a7,beff10ee-0651-4d47-9407-5371545fc070,0.999173522,True,True,True
2002bfc4-46ab-488e-8a2a-6dc9193f6bee,25b787a6-3eaa-45ce-9109-fbe2b51af7d0,0.997914195,False,True,False
8b092328-e7c4-429c-a1df-5e56c611b933,1e45abb8-8c01-45d0-a635-645f97ee262e,0.999135196,False,True,False
009b38bf-7615-4b22-8d92-fd9b644f268d,1e45abb8-8c01-45d0-a635-645f97ee262e,0.991885304,False,True,False
8984032d-438c-46ed-ba67-f3ed4a75d5c4,6a4fe970-772f-4778-babb-8966bba98c86,0.997550011,True,True,False
c0ef2604-e8b5-4e64-af13-576551f5d7b4,57d4fcca-2b28-4cba-8fa1-ed5b241001f1,0.994370639,True,True,False
57d4fcca-2b28-4cba-8fa1-ed5b241001f1,c0ef2604-e8b5-4e64-af13-576551f5d7b4,0.994370639,True,True,False
a41a1305-177e-4ccd-bbd7-0318776b3a34,12592578-60b6-49c7-923d-74b4a18d4704,0.981474638,False,True,False
5ac6574d-9851-469b-aa9c-1118754e54c1,1d1040cd-1817-4365-ae71-c7ba48600af8,1.004472136,True,True,True
4d696a16-25e2-4813-a8cd-a4387803d64a,1e45abb8-8c01-45d0-a635-645f97ee262e,0.976765096,False,True,False
6a4fe970-772f-4778-babb-8966bba98c86,0e879240-c200-4a89-9952-95a5ac3f567b,1.002468109,True,True,False
0e879240-c200-4a89-9952-95a5ac3f567b,6a4fe970-772f-4778-babb-8966bba98c86,1.002468109,True,True,False
1d1040cd-1817-4365-ae71-c7ba48600af8,5ac6574d-9851-469b-aa9c-1118754e54c1,1.004472136,True,True,True
8a8c25c7-07ad-4025-b026-b073097bedd2,9db69775-41c4-466e-92b8-7e37a3efad35,0.955107808,True,True,False
9db69775-41c4-466e-92b8-7e37a3efad35,8b092328-e7c4-429c-a1df-5e56c611b933,0.987165451,True,True,False
93fd7d09-5964-4eca-9233-547e1f70bea6,5e1a84ec-625e-4c90-85da-3a938a338606,0.990853131,True,True,False
5e1a84ec-625e-4c90-85da-3a938a338606,93fd7d09-5964-4eca-9233-547e1f70bea6,0.990853131,True,True,False
643db047-d7e1-42bb-b5de-59bbe2f79851,9046d9a6-6712-4ab2-b741-0c47203bf163,0.991410017,False,True,False
469f2bb6-0aac-4d44-9cc4-856ec5fe2019,fbc87b93-b222-434d-a4e4-2fed8d35a934,0.990059853,False,True,False
303a3ea7-1bdc-48ef-a6ea-d2b2342f27db,fac18df3-a686-4050-9278-e298c8b1bdd0,0.992491484,True,True,False
49e88bca-b159-4929-a9e0-2c26cf7c9ba4,ecdf86d1-cb57-4a90-8663-6c362cc16c49,0.987421453,True,True,False
ecdf86d1-cb57-4a90-8663-6c362cc16c49,aa76343b-ccab-4e5f-a6e7-ac5ffa4fb0a4,0.990949273,False,True,False
ed688b6d-7953-42b3-a4f2-bf67f4bdbef7,8496045e-02f2-43a4-a6c5-b78521282811,0.987250805,False,True,False
b79d8cb6-46d3-44ae-974e-34d96b1934d2,ecdf86d1-cb57-4a90-8663-6c362cc16c49,0.983380198,True,True,False
13f2a404-b109-4dde-b4a7-6dcc8b80f911,30385121-6f9f-4cf7-b9a4-f7c274a02fae,0.991416216,False,True,False
975fcafb-bf40-48f9-a4b3-41ab1351d180,30385121-6f9f-4cf7-b9a4-f7c274a02fae,0.979804039,False,True,False
fac18df3-a686-4050-9278-e298c8b1bdd0,303a3ea7-1bdc-48ef-a6ea-d2b2342f27db,0.992491484,True,True,False
e250df02-c071-4d1c-ac9b-13358589f832,13f2a404-b109-4dde-b4a7-6dcc8b80f911,0.988876641,True,True,False
d45e2803-c62e-452a-ae7e-1967147815c3,0d76c8fe-24ab-4d64-bcf4-e94cd60fd6d3,0.991676688,True,True,False
0d76c8fe-24ab-4d64-bcf4-e94cd60fd6d3,d45e2803-c62e-452a-ae7e-1967147815c3,0.991676688,True,True,False
2a0d2343-fe38-4c5f-b5de-3b618a7cea24,7e833287-fbce-453c-8ac5-03a57d5966d2,0.996676922,False,True,False
617774c2-fa49-4faa-b6bf-edbbc5aaae2f,c794fe45-51ee-4688-804d-67f1b74960eb,0.995976925,False,True,False
a8699feb-c20e-4d08-93a8-67c6c77c629d,3d587a51-d3cc-466e-916a-bab82aa2600e,1.000253320,False,True,False
f851ad87-fbb3-48c7-b88c-18d5afef1237,3d587a51-d3cc-466e-916a-bab82aa2600e,1.000441909,False,True,False
