view,sample_index,candidate_id,nearest_sample_index,nearest_candidate_id,nearest_cosine,same_problem,same_corpus,same_normalized_rtl,same_canonical_netlist,same_motif_signature,same_style_cluster
canonical_rtl,27,73e9151b-40bf-4a0b-b340-cc08aa303286,25,41f37239-3b04-4e84-9e8f-5cc325e1f38d,0.966267705,True,True,False,False,False,True
canonical_rtl,28,7dd6fd01-2bc4-4f8c-b788-216d0acf1af7,24,25bb6223-43fa-4c80-a407-adf2d71b1edd,0.997570157,True,True,False,False,False,True
canonical_rtl,29,c01b93bb-7b2d-480e-b443-79ac3f00ea56,28,7dd6fd01-2bc4-4f8c-b788-216d0acf1af7,0.996648550,True,True,False,False,False,True
canonical_rtl,30,1bc70fa8-8b7d-4943-95a1-6fbe54a46257,32,543eda31-2c0c-40f0-84e0-604255ae05bf,1.000000119,True,True,False,False,False,True
canonical_rtl,31,28d150f3-9496-4b04-9fa5-0851930cd2ae,365,77da0020-162d-4f8a-80d8-0b8c7d318b77,0.985603988,False,False,False,False,False,False
canonical_rtl,32,543eda31-2c0c-40f0-84e0-604255ae05bf,30,1bc70fa8-8b7d-4943-95a1-6fbe54a46257,1.000000119,True,True,False,False,False,True
canonical_rtl,33,78e45fa6-701d-4730-ae2d-4ca5c16f063c,30,1bc70fa8-8b7d-4943-95a1-6fbe54a46257,1.000000119,True,True,False,False,False,True
canonical_rtl,34,7be89533-3c71-41be-8f87-ee65298d37da,30,1bc70fa8-8b7d-4943-95a1-6fbe54a46257,1.000000119,True,True,False,False,False,True
canonical_rtl,35,814578b7-3b2b-4a51-b751-7b06249a9511,30,1bc70fa8-8b7d-4943-95a1-6fbe54a46257,0.979319215,True,True,False,False,False,True
canonical_rtl,36,047ef392-cf50-4658-99fc-77cd34c7ad8c,311,04018753-764a-4822-b38f-89275350a5f4,0.950713038,False,False,False,False,False,False
canonical_rtl,37,0f4cbc9e-3868-43c0-bbb9-b787120e73c6,39,1dcf5e9a-7141-4da8-ba3f-8dea45b6465d,0.996241212,True,True,False,False,False,True
canonical_rtl,38,161e2725-94cf-4234-b04f-7e6123f357e1,41,5142917b-29cb-4183-b2a7-de46e91cacb4,0.995600104,True,True,False,False,False,True
canonical_rtl,39,1dcf5e9a-7141-4da8-ba3f-8dea45b6465d,37,0f4cbc9e-3868-43c0-bbb9-b787120e73c6,0.996241212,True,True,False,False,False,True
canonical_rtl,40,355c82cb-c1ee-47b5-8fac-04bcf46080b2,30,1bc70fa8-8b7d-4943-95a1-6fbe54a46257,0.969810188,False,True,False,False,False,True
canonical_rtl,41,5142917b-29cb-4183-b2a7-de46e91cacb4,38,161e2725-94cf-4234-b04f-7e6123f357e1,0.995600104,True,True,False,False,False,True
canonical_rtl,42,0b995c50-9a1d-465e-a6d9-f594b358ba97,45,ab6e446e-07d4-4a1a-8aad-cc4e49202cb5,0.983909607,True,True,False,False,False,True
canonical_rtl,43,54349204-3ffd-4b73-835c-830081890322,377,8ae0d044-4605-4f1e-98fa-f918e149c864,0.992516339,False,False,False,False,False,True
canonical_rtl,44,5a2f8628-d59d-4b3e-8c61-dd79a9c0f221,45,ab6e446e-07d4-4a1a-8aad-cc4e49202cb5,0.982418180,True,True,False,False,False,True
canonical_rtl,45,ab6e446e-07d4-4a1a-8aad-cc4e49202cb5,42,0b995c50-9a1d-465e-a6d9-f594b358ba97,0.983909607,True,True,False,False,False,True
canonical_rtl,46,4aabda9e-116a-4bde-b996-cd7ff7483da4,44,5a2f8628-d59d-4b3e-8c61-dd79a9c0f221,0.906315923,True,True,False,False,False,False
canonical_rtl,47,5240e01b-8006-4d82-8547-ecaa9d0a677d,380,df156ced-aceb-46c7-a860-ab8c709da7f9,0.973157704,False,False,False,False,False,True
canonical_rtl,48,76aab9cd-d774-47c8-8593-0b99d87be3f0,49,79097ff4-eab3-458a-b7c3-db6789f61b6d,0.977050483,True,True,False,False,False,True
canonical_rtl,49,79097ff4-eab3-458a-b7c3-db6789f61b6d,48,76aab9cd-d774-47c8-8593-0b99d87be3f0,0.977050483,True,True,False,False,False,True
canonical_rtl,50,7b29c8af-1ad2-45e6-a02f-d7b6fd479b2f,53,bb12dc31-aef1-44aa-9568-0fb5721094c9,0.995442629,True,True,False,False,False,True
canonical_rtl,51,7e10376f-88cf-4f17-8931-2b0bce9b5073,52,801fc0e4-e054-49bd-981a-7e01e0060756,0.992868304,True,True,False,False,False,True
canonical_rtl,52,801fc0e4-e054-49bd-981a-7e01e0060756,51,7e10376f-88cf-4f17-8931-2b0bce9b5073,0.992868304,True,True,False,False,False,True
canonical_rtl,53,bb12dc31-aef1-44aa-9568-0fb5721094c9,50,7b29c8af-1ad2-45e6-a02f-d7b6fd479b2f,0.995442629,True,True,False,False,False,True
canonical_rtl,54,1c6f4d2b-246d-4365-a14a-929739c958ef,58,659661eb-6f0a-4601-9a82-1bc0703e77f4,0.992220163,True,True,False,False,False,True
canonical_rtl,55,698ee9ef-59e8-4ac7-926c-dcc8f59ce875,58,659661eb-6f0a-4601-9a82-1bc0703e77f4,0.987709939,True,True,False,False,False,True
canonical_rtl,56,dc1addb8-749a-4429-8685-dea8ee85d8fd,58,659661eb-6f0a-4601-9a82-1bc0703e77f4,0.997360051,True,True,False,False,False,True
canonical_rtl,57,59d46079-0f78-4b4c-8067-740e64cd8f3c,386,4a656fa3-d607-4d28-ab6b-af3aa0c29b40,0.993557930,False,False,False,False,False,True
canonical_rtl,58,659661eb-6f0a-4601-9a82-1bc0703e77f4,56,dc1addb8-749a-4429-8685-dea8ee85d8fd,0.997360051,True,True,False,False,False,True
canonical_rtl,59,782ced89-1eaf-4fce-80cc-76ce1d92714f,55,698ee9ef-59e8-4ac7-926c-dcc8f59ce875,0.942970395,True,True,False,False,False,True
canonical_rtl,60,aa96eb4e-30c5-4b9a-afa1-30d4f8912a67,65,86179e4c-7792-4680-b962-a3efde1d8fab,0.947928846,True,True,False,False,False,True
canonical_rtl,61,1c6f30ef-ce7f-44c3-b500-cc5a836e7ecc,62,31fd10c7-7057-45f2-82ea-3375477f87ab,0.999999642,True,True,True,False,False,True
canonical_rtl,62,31fd10c7-7057-45f2-82ea-3375477f87ab,61,1c6f30ef-ce7f-44c3-b500-cc5a836e7ecc,0.999999642,True,True,True,False,False,True
canonical_rtl,63,42c3a04c-2892-42e0-9ed7-edd858492680,61,1c6f30ef-ce7f-44c3-b500-cc5a836e7ecc,0.995968342,True,True,False,False,False,True
canonical_rtl,64,9039d0cc-3e0d-4e31-a695-74960ce4a674,61,1c6f30ef-ce7f-44c3-b500-cc5a836e7ecc,0.954717517,True,True,False,False,False,True
canonical_rtl,65,86179e4c-7792-4680-b962-a3efde1d8fab,60,aa96eb4e-30c5-4b9a-afa1-30d4f8912a67,0.947928846,True,True,False,False,False,True
canonical_rtl,66,6be6303d-95de-4036-b094-a72cc3555a76,265,0f5578ef-fe7f-4a01-b542-ceee3c6f2498,0.973606348,False,False,False,False,False,False
canonical_rtl,67,0fe929e8-a465-47b1-8ea9-4e920112872a,71,dc094557-4196-420c-87b1-ef5bc0fb44e1,0.980432153,True,True,False,False,False,True
canonical_rtl,68,f9bb8b9d-f384-4a67-8d67-25de37cbcef9,71,dc094557-4196-420c-87b1-ef5bc0fb44e1,0.986562252,True,True,False,False,False,True
canonical_rtl,69,1f4aeef3-c04f-4e85-bc5f-effcffa6150e,68,f9bb8b9d-f384-4a67-8d67-25de37cbcef9,0.984325826,True,True,False,False,False,True
canonical_rtl,70,4cc21d3e-b420-418d-94a0-3b784c77ae79,71,dc094557-4196-420c-87b1-ef5bc0fb44e1,0.996308684,True,True,False,False,False,True
canonical_rtl,71,dc094557-4196-420c-87b1-ef5bc0fb44e1,70,4cc21d3e-b420-418d-94a0-3b784c77ae79,0.996308684,True,True,False,False,False,True
canonical_rtl,72,e7a3bade-8672-4d2c-8455-eeb0c27a7c98,76,d49ec588-e8dc-49f9-bf5d-013047f1c8ec,0.966301739,True,True,False,False,False,True
canonical_rtl,73,34f03c04-5a3e-4883-a96a-bb7847840ef3,75,d357a633-3365-4085-a4ed-7dfb1a4fffa6,0.977196991,True,True,False,False,False,True
canonical_rtl,74,4e910484-4b94-45a8-8777-fc11eecf4df1,75,d357a633-3365-4085-a4ed-7dfb1a4fffa6,0.997418880,True,True,False,False,False,True
canonical_rtl,75,d357a633-3365-4085-a4ed-7dfb1a4fffa6,74,4e910484-4b94-45a8-8777-fc11eecf4df1,0.997418880,True,True,False,False,False,True
canonical_rtl,76,d49ec588-e8dc-49f9-bf5d-013047f1c8ec,74,4e910484-4b94-45a8-8777-fc11eecf4df1,0.977236271,True,True,False,False,False,True
canonical_rtl,77,479a8286-e28a-4f67-be3c-b520a04242a7,74,4e910484-4b94-45a8-8777-fc11eecf4df1,0.963220835,True,True,False,False,False,False
canonical_rtl,78,2559ad20-401c-41d9-b26c-089f99532092,396,1a5c44ae-fbaa-4659-a358-09857cd1d165,0.996391535,False,False,False,False,False,True
canonical_rtl,79,48eeb04f-68c2-449d-9196-5c36fcf3d49f,81,da1a44d5-a3b8-4947-9e86-a3654dbf6c05,1.000000000,True,True,False,False,False,True
canonical_rtl,80,d496379b-07d3-45b4-ad79-c667e1573cda,395,1686a220-fff6-4a93-8ba6-65c31fa429a5,0.970294118,False,False,False,False,False,True
canonical_rtl,81,da1a44d5-a3b8-4947-9e86-a3654dbf6c05,79,48eeb04f-68c2-449d-9196-5c36fcf3d49f,1.000000000,True,True,False,False,False,True
canonical_rtl,82,e289dc58-9e11-4d73-b940-da85305a372d,83,e3b7837f-594c-4388-b204-0368baca2a1c,1.000000119,True,True,True,False,False,True
canonical_rtl,83,e3b7837f-594c-4388-b204-0368baca2a1c,82,e289dc58-9e11-4d73-b940-da85305a372d,1.000000119,True,True,True,False,False,True
canonical_rtl,84,2a6169c1-91a2-4003-bbd6-e251707ecd73,85,5a0ee0ce-3f14-47f1-b92a-e8d565e4a51c,0.999999702,True,True,False,False,False,True
canonical_rtl,85,5a0ee0ce-3f14-47f1-b92a-e8d565e4a51c,84,2a6169c1-91a2-4003-bbd6-e251707ecd73,0.999999702,True,True,False,False,False,True
canonical_rtl,86,85c8e438-536a-4155-a11c-d0e9a47d965a,84,2a6169c1-91a2-4003-bbd6-e251707ecd73,0.999999702,True,True,False,False,False,True
canonical_rtl,87,9d1ca78d-dcf6-49d1-9bc8-ccbb9ea39988,84,2a6169c1-91a2-4003-bbd6-e251707ecd73,0.999999702,True,True,False,False,False,True
canonical_rtl,88,cebc334a-ad05-4384-aaaa-3484d36914b6,84,2a6169c1-91a2-4003-bbd6-e251707ecd73,0.999999702,True,True,False,False,False,True
canonical_rtl,89,d1a84ec5-94e2-4fe8-bb53-ecb814da524c,84,2a6169c1-91a2-4003-bbd6-e251707ecd73,0.999999702,True,True,False,False,False,True
canonical_rtl,90,0982f209-432f-437a-8ce1-dab0a6be57be,91,1f7af436-c6c7-429e-ab3b-b7cd00c9c906,0.999999881,True,True,False,False,False,True
canonical_rtl,91,1f7af436-c6c7-429e-ab3b-b7cd00c9c906,90,0982f209-432f-437a-8ce1-dab0a6be57be,0.999999881,True,True,False,False,False,True
canonical_rtl,92,304fb4b3-a12d-4f2f-baa7-26b5ecb97b4c,90,0982f209-432f-437a-8ce1-dab0a6be57be,0.999999881,True,True,False,False,False,True
canonical_rtl,93,41139127-0410-4d9a-9d48-d008e04cea5d,90,0982f209-432f-437a-8ce1-dab0a6be57be,0.999999881,True,True,True,False,False,True
canonical_rtl,94,477bcf19-4729-4c7f-87f0-d8c566b9b4ab,409,4467b122-d0bd-47e2-adad-6ce5bf5585a8,1.000000000,False,False,False,False,False,True
canonical_rtl,95,582cabe5-de18-459c-a8dd-5cea25f17b6b,90,0982f209-432f-437a-8ce1-dab0a6be57be,0.995676100,True,True,False,False,False,True
canonical_rtl,96,00d0103b-fbe5-4bd8-80b7-97cd9dcff8f0,98,1929a3a1-59ba-4184-aaba-00401a9dddf2,1.000000000,True,True,False,False,False,True
canonical_rtl,97,184b5136-1813-42b6-a492-45fd29f0af78,99,3dc61f2c-3ff3-4eda-88bc-07871b584984,0.999999940,True,True,True,False,False,True
canonical_rtl,98,1929a3a1-59ba-4184-aaba-00401a9dddf2,96,00d0103b-fbe5-4bd8-80b7-97cd9dcff8f0,1.000000000,True,True,False,False,False,True
canonical_rtl,99,3dc61f2c-3ff3-4eda-88bc-07871b584984,97,184b5136-1813-42b6-a492-45fd29f0af78,0.999999940,True,True,True,False,False,True
canonical_rtl,100,6c6d8713-c939-4379-8f9b-db5cec1eaa2d,97,184b5136-1813-42b6-a492-45fd29f0af78,0.999999940,True,True,False,False,False,True
canonical_rtl,101,76e5eaa8-7455-4251-b9e0-018e05843a26,97,184b5136-1813-42b6-a492-45fd29f0af78,0.993976772,True,True,False,False,False,True
canonical_rtl,102,50004315-f0af-43c6-becc-84012a474c39,107,a78d0c67-a657-4469-a642-763a9adb3686,1.000000119,True,True,True,False,False,True
canonical_rtl,103,8f67126d-ea42-472f-8562-0f405803b17f,105,39c104fa-6c38-4b29-b311-88d1e6dda70e,0.992774010,True,True,False,False,False,True
canonical_rtl,104,cf4e22e5-6970-4617-a2bb-02cfdfab276a,268,0a1e8454-9ecc-4557-a650-dc1c60f888be,0.968084037,False,False,False,False,False,False
canonical_rtl,105,39c104fa-6c38-4b29-b311-88d1e6dda70e,102,50004315-f0af-43c6-becc-84012a474c39,0.995574474,True,True,False,False,False,True
canonical_rtl,106,5da37af5-1e41-4a18-8f23-271c53a1ec60,113,f46d3263-0163-4cdf-9c45-088a48b8d58b,0.967645526,False,True,False,False,False,False
canonical_rtl,107,a78d0c67-a657-4469-a642-763a9adb3686,102,50004315-f0af-43c6-becc-84012a474c39,1.000000119,True,True,True,False,False,True
canonical_rtl,108,174b7d09-ffb8-4c99-89b3-5f4644f464e5,109,2e7ccfed-6642-49f6-9624-5a0fec220d9e,0.999999702,True,True,True,False,False,True
canonical_rtl,109,2e7ccfed-6642-49f6-9624-5a0fec220d9e,108,174b7d09-ffb8-4c99-89b3-5f4644f464e5,0.999999702,True,True,True,False,False,True
canonical_rtl,110,8e20a1cb-db67-4c5d-814c-763dbfb1660a,108,174b7d09-ffb8-4c99-89b3-5f4644f464e5,0.989893973,True,True,False,False,False,True
canonical_rtl,111,3a0919c6-6c76-41d4-8000-02fed1ce7285,424,bc4b39eb-64f3-47bb-ac7d-b29c6fa45050,0.987846851,False,False,False,False,False,True
canonical_rtl,112,b1ea919e-20d7-4836-841a-e8ed41097e2b,323,0d167836-e919-43b0-b15d-1520f1304cc0,0.949306130,False,False,False,False,False,False
canonical_rtl,113,f46d3263-0163-4cdf-9c45-088a48b8d58b,108,174b7d09-ffb8-4c99-89b3-5f4644f464e5,0.997284532,True,True,False,False,False,True
canonical_rtl,114,0e731631-7816-4e77-8323-9053ea2ed01d,117,92bd06cb-30ce-492b-a6b5-15d6fcb4488e,1.000000000,True,True,False,False,False,True
canonical_rtl,115,1fffec34-ce04-4443-b62e-36e4e7138fe3,116,54ada8b9-8ee3-4a36-a0e7-2cf00af0e3e4,0.998593330,True,True,False,False,False,True
canonical_rtl,116,54ada8b9-8ee3-4a36-a0e7-2cf00af0e3e4,118,d78e33d9-d220-4a35-bd43-1b4af508f09e,1.000000119,True,True,False,False,False,True
canonical_rtl,117,92bd06cb-30ce-492b-a6b5-15d6fcb4488e,114,0e731631-7816-4e77-8323-9053ea2ed01d,1.000000000,True,True,False,False,False,True
canonical_rtl,118,d78e33d9-d220-4a35-bd43-1b4af508f09e,116,54ada8b9-8ee3-4a36-a0e7-2cf00af0e3e4,1.000000119,True,True,False,False,False,True
canonical_rtl,119,ebc62c0f-e8f7-47e5-a8a0-1320a03ecff6,115,1fffec34-ce04-4443-b62e-36e4e7138fe3,0.994046330,True,True,False,False,False,True
canonical_rtl,120,3719bf0c-4270-4d0c-98cc-c8a59dc11553,121,50ad4f71-237a-4ab4-9f51-f7101c2f74f7,0.945038795,True,True,False,False,False,False
canonical_rtl,121,50ad4f71-237a-4ab4-9f51-f7101c2f74f7,120,3719bf0c-4270-4d0c-98cc-c8a59dc11553,0.945038795,True,True,False,False,False,False
canonical_rtl,122,55b9d236-0b74-40a9-8717-5914bf47aca8,124,60c788fd-3abe-44e1-8812-ea9c7a443b4e,1.000000119,True,True,False,False,False,True
canonical_rtl,123,5c798c6d-c3a2-476d-bf7a-e3ee82a160d1,127,a55f442c-8b44-439e-98e3-593a7791af3c,1.000000119,True,True,False,False,False,True
canonical_rtl,124,60c788fd-3abe-44e1-8812-ea9c7a443b4e,122,55b9d236-0b74-40a9-8717-5914bf47aca8,1.000000119,True,True,False,False,False,True
canonical_rtl,125,7aa7f0d1-756b-4b92-86c7-9cea3c1728a6,122,55b9d236-0b74-40a9-8717-5914bf47aca8,1.000000119,True,True,False,False,False,True
canonical_rtl,126,9857a23d-2d3d-4eba-96ba-9ef3ae2318b0,122,55b9d236-0b74-40a9-8717-5914bf47aca8,1.000000119,True,True,False,False,False,True
canonical_rtl,127,a55f442c-8b44-439e-98e3-593a7791af3c,123,5c798c6d-c3a2-476d-bf7a-e3ee82a160d1,1.000000119,True,True,False,False,False,True
canonical_rtl,128,0598fa4f-3f21-4587-a2ee-638a8612f30c,444,d47c8892-e089-4998-b845-5848e3116569,0.993431985,False,False,False,False,False,True
canonical_rtl,129,43354181-c1af-4cd0-8c42-d1fc06595891,128,0598fa4f-3f21-4587-a2ee-638a8612f30c,0.992637873,True,True,False,False,False,True
canonical_rtl,130,47397556-c57d-4e6d-ac6b-c9c8db58e0b6,132,643a2a39-8fab-4087-bede-0a69538c0e29,1.000000238,True,True,True,False,False,True
canonical_rtl,131,4e547aab-8c76-4ba7-91cb-17ee610dd87e,133,7d7c5e07-68ae-470c-bc5f-d65c9e5636a5,1.000000238,True,True,True,False,False,True
canonical_rtl,132,643a2a39-8fab-4087-bede-0a69538c0e29,130,47397556-c57d-4e6d-ac6b-c9c8db58e0b6,1.000000238,True,True,True,False,False,True
canonical_rtl,133,7d7c5e07-68ae-470c-bc5f-d65c9e5636a5,131,4e547aab-8c76-4ba7-91cb-17ee610dd87e,1.000000238,True,True,True,False,False,True
canonical_rtl,134,a80c0c1b-5464-41f8-8c57-ff5b97988062,135,17c15460-8f44-4544-b9db-e834cd83a0b0,0.962306976,True,True,False,False,False,True
canonical_rtl,135,17c15460-8f44-4544-b9db-e834cd83a0b0,134,a80c0c1b-5464-41f8-8c57-ff5b97988062,0.962306976,True,True,False,False,False,True
canonical_rtl,136,1731dc68-6fdb-4e56-aeef-04755dbbe9e6,137,1fd9a0e4-72ec-435a-a2eb-8cf30ab8c615,1.000000000,True,True,False,False,False,True
canonical_rtl,137,1fd9a0e4-72ec-435a-a2eb-8cf30ab8c615,136,1731dc68-6fdb-4e56-aeef-04755dbbe9e6,1.000000000,True,True,False,False,False,True
canonical_rtl,138,4391c04b-355f-4bce-bb8d-48b105c77839,136,1731dc68-6fdb-4e56-aeef-04755dbbe9e6,1.000000000,True,True,False,False,False,True
canonical_rtl,139,4a9afd4d-d27d-456e-8512-d3f5d5f6a3b5,136,1731dc68-6fdb-4e56-aeef-04755dbbe9e6,1.000000000,True,True,False,False,False,True
canonical_rtl,140,60166089-cdab-4704-928f-06379b560127,136,1731dc68-6fdb-4e56-aeef-04755dbbe9e6,0.995716274,True,True,False,False,False,True
canonical_rtl,141,80b79b7c-7085-4fe2-925a-de22814c365e,136,1731dc68-6fdb-4e56-aeef-04755dbbe9e6,0.999209046,True,True,False,False,False,True
canonical_rtl,142,097b7e5f-f237-4fa2-81d3-73a8b70329da,143,3ebb5b74-c001-44f8-980d-9e35f0613c09,1.000000000,True,True,False,False,False,True
canonical_rtl,143,3ebb5b74-c001-44f8-980d-9e35f0613c09,142,097b7e5f-f237-4fa2-81d3-73a8b70329da,1.000000000,True,True,False,False,False,True
canonical_rtl,144,87f35e9a-e83c-4e81-8062-b43308bea572,146,b9d3858e-2146-4a84-b062-2d6a6bd1690a,0.987707973,True,True,False,False,False,True
canonical_rtl,145,957b981e-53f8-4458-b913-a866404f7223,142,097b7e5f-f237-4fa2-81d3-73a8b70329da,1.000000000,True,True,False,False,False,True
canonical_rtl,146,b9d3858e-2146-4a84-b062-2d6a6bd1690a,144,87f35e9a-e83c-4e81-8062-b43308bea572,0.987707973,True,True,False,False,False,True
canonical_rtl,147,c2d85283-345a-465a-a1b5-1e7c44c9cf52,454,4a3525f6-51d5-4320-99ca-ea7b2187b668,0.995003462,False,False,False,False,False,True
canonical_rtl,148,7f79f060-66ef-4b2f-921a-c0eb79760ee4,151,c4dd9077-29de-42f2-8f2a-c79f55c95102,0.999562621,True,True,False,False,False,True
canonical_rtl,149,9b61fd84-8cea-4e43-9bdb-52fa85ccf1ed,148,7f79f060-66ef-4b2f-921a-c0eb79760ee4,0.991838932,True,True,False,False,False,True
canonical_rtl,150,affc5d13-3fb8-4677-ab91-dda840f5c5ce,148,7f79f060-66ef-4b2f-921a-c0eb79760ee4,0.998041272,True,True,False,False,False,True
canonical_rtl,151,c4dd9077-29de-42f2-8f2a-c79f55c95102,148,7f79f060-66ef-4b2f-921a-c0eb79760ee4,0.999562621,True,True,False,False,False,True
canonical_rtl,152,8d605a00-02de-4ac1-a658-a2cbad20f8b8,151,c4dd9077-29de-42f2-8f2a-c79f55c95102,0.993434131,True,True,False,False,False,False
canonical_rtl,153,c1d80ca8-1e89-437a-a5a4-6ab586770457,150,affc5d13-3fb8-4677-ab91-dda840f5c5ce,0.972476482,True,True,False,False,False,True
canonical_rtl,154,2c6f071b-f192-4433-b035-a12410021c93,156,b9a5f788-7654-446d-827d-471458fd0dfc,1.000000119,True,True,True,False,False,True
canonical_rtl,155,d185b3e0-1fd6-47de-a556-256ed75b2d06,113,f46d3263-0163-4cdf-9c45-088a48b8d58b,0.965044379,False,True,False,False,False,True
canonical_rtl,156,b9a5f788-7654-446d-827d-471458fd0dfc,154,2c6f071b-f192-4433-b035-a12410021c93,1.000000119,True,True,True,False,False,True
canonical_rtl,157,f4c7c877-b6f5-4418-99bf-115fc6d17935,144,87f35e9a-e83c-4e81-8062-b43308bea572,0.942187965,False,True,False,False,False,True
canonical_rtl,158,b74f8090-0956-4897-95b5-c0aea1a4741d,160,623a07da-75f1-4569-b2ab-a8e4a2b52da7,0.980745256,True,True,False,False,False,True
canonical_rtl,159,fd6139ba-eb8f-477e-831c-3f89a75f25dc,160,623a07da-75f1-4569-b2ab-a8e4a2b52da7,0.980168939,True,True,False,False,False,True
canonical_rtl,160,623a07da-75f1-4569-b2ab-a8e4a2b52da7,161,e567358c-0ed8-4dd5-8ba5-e079c917e4dc,0.999999881,True,True,True,False,False,True
canonical_rtl,161,e567358c-0ed8-4dd5-8ba5-e079c917e4dc,160,623a07da-75f1-4569-b2ab-a8e4a2b52da7,0.999999881,True,True,True,False,False,True
canonical_rtl,162,9594575d-da95-4ff5-966d-7e6728de644c,159,fd6139ba-eb8f-477e-831c-3f89a75f25dc,0.967824221,True,True,False,False,False,True
