method_key,problem,hypervolume,hv_delta_vs_classic,hv_auc,hv_auc_delta_vs_classic,valid_ppa_count,pareto_point_count,reference_beating_count
classic_revolution_8x5,Prob047_instr_reg,0,0,0,0,5,2,0
classic_revolution_8x5,Prob048_pe,0,0,0,0,3,2,1
classic_revolution_8x5,Prob049_signal_generator,0.0191988404409,0,0.0170469174312,0,5,2,4
classic_revolution_8x5,Prob050_square_wave,0.00426524754372,0,0.000990210701797,0,31,5,10
qwen_canonical_rtl_pca3_8x5,Prob001_accu,0,0,0,0,3,1,0
qwen_canonical_rtl_pca3_8x5,Prob002_adder_16bit,0.0645942952091,-0.140519939075,0.0645942952091,-0.140519939075,3,1,2
qwen_canonical_rtl_pca3_8x5,Prob003_adder_32bit,0,-0.674459752503,0,-0.674459752503,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob004_adder_8bit,0.151026289181,0,0.0755131445903,-0.0604105156722,1,1,1
qwen_canonical_rtl_pca3_8x5,Prob005_adder_bcd,0.198189845475,0,0.198189845475,0,3,1,2
qwen_canonical_rtl_pca3_8x5,Prob007_comparator_3bit,0,-0.058316843557,0,-0.0524851592013,1,1,1
qwen_canonical_rtl_pca3_8x5,Prob008_comparator_4bit,0.300772727273,-0.0608454545455,0.285604545454,-0.0578384848484,6,1,6
qwen_canonical_rtl_pca3_8x5,Prob009_div_16bit,0.707056561592,-0.00581041806394,0.706869826366,0.00724305536925,26,6,26
qwen_canonical_rtl_pca3_8x5,Prob010_radix2_div,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob011_multi_16bit,0,0,0,0,24,8,0
qwen_canonical_rtl_pca3_8x5,Prob012_multi_8bit,0.0264093202236,-0.360159225537,0.00792279606709,-0.339988895117,2,1,1
qwen_canonical_rtl_pca3_8x5,Prob014_multi_pipe_4bit,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob015_multi_pipe_8bit,0,0,0,0,8,1,0
qwen_canonical_rtl_pca3_8x5,Prob016_fixed_point_adder,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob017_fixed_point_substractor,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob019_sub_64bit,0,-0.44993695574,0,-0.314955869018,3,1,1
qwen_canonical_rtl_pca3_8x5,Prob020_JC_counter,0,0,0,0,1,1,0
qwen_canonical_rtl_pca3_8x5,Prob021_counter_12,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob022_ring_counter,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob023_up_down_counter,0,0,0,0,1,1,0
qwen_canonical_rtl_pca3_8x5,Prob024_fsm,0.145761651548,9.38379730998e-05,0.102546137003,0.0160932123865,9,3,6
qwen_canonical_rtl_pca3_8x5,Prob025_sequence_detector,0,-0.043389639318,0,-0.0303727475227,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob026_asyn_fifo,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob027_LIFObuffer,0,-0.00601642379725,0,-0.00523598335556,10,4,0
qwen_canonical_rtl_pca3_8x5,Prob028_LFSR,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob029_barrel_shifter,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob030_right_shifter,0,0,0,0,1,1,0
qwen_canonical_rtl_pca3_8x5,Prob031_freq_div,0.0179314456036,-0.0656214605067,0.0179314456036,-0.0309031296572,1,1,1
qwen_canonical_rtl_pca3_8x5,Prob032_freq_divbyeven,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob033_freq_divbyfrac,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob034_freq_divbyodd,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob035_calendar,0,0,0,0,3,1,1
qwen_canonical_rtl_pca3_8x5,Prob036_edge_detect,0,-0.355889724311,0,-0.314341409078,2,1,0
qwen_canonical_rtl_pca3_8x5,Prob037_parallel2serial,0,-0.104652113482,0,-0.0361442236939,2,2,0
qwen_canonical_rtl_pca3_8x5,Prob038_pulse_detect,0,-0.0210287013356,0,-0.0105143506678,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob039_serial2parallel,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob041_traffic_light,0.209737472767,-0.0889248366013,0.139845642701,-0.0906106753816,11,2,6
qwen_canonical_rtl_pca3_8x5,Prob042_width_8to16,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob043_RAM,0.00367714356907,-0.0935564510081,0.00367714356906,-0.0761891325893,1,1,1
qwen_canonical_rtl_pca3_8x5,Prob044_ROM,0,0,0,0,2,2,1
qwen_canonical_rtl_pca3_8x5,Prob045_alu,0.156753873448,-0.0750376029963,0.156751610487,-0.0468127829688,11,2,11
qwen_canonical_rtl_pca3_8x5,Prob046_clkgenerator,0,0,0,0,0,0,0
qwen_canonical_rtl_pca3_8x5,Prob047_instr_reg,0,0,0,0,4,1,0
qwen_canonical_rtl_pca3_8x5,Prob048_pe,0,0,0,0,4,2,2
qwen_canonical_rtl_pca3_8x5,Prob049_signal_generator,0.00683402432913,-0.0123648161118,0.00683402432909,-0.0102128931021,1,1,1
qwen_canonical_rtl_pca3_8x5,Prob050_square_wave,0,-0.00426524754372,0,-0.000990210701797,10,2,2
masterrtl_rf_leafid_structural_delayed_8x5,Prob001_accu,0,0,0,0,6,1,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob002_adder_16bit,0.205114234284,0,0.205114234284,0,3,1,2
masterrtl_rf_leafid_structural_delayed_8x5,Prob003_adder_32bit,0.674459752503,0,0.674459752503,0,4,1,4
masterrtl_rf_leafid_structural_delayed_8x5,Prob004_adder_8bit,0.151026289181,0,0.135923660262,0,2,1,2
masterrtl_rf_leafid_structural_delayed_8x5,Prob005_adder_bcd,0.198189845475,0,0.198189845475,0,4,1,3
masterrtl_rf_leafid_structural_delayed_8x5,Prob007_comparator_3bit,0,-0.058316843557,0,-0.0524851592013,1,1,1
masterrtl_rf_leafid_structural_delayed_8x5,Prob008_comparator_4bit,0.331025757576,-0.0305924242424,0.331025757575,-0.0124172727273,11,2,11
masterrtl_rf_leafid_structural_delayed_8x5,Prob009_div_16bit,0.713176421492,0.000309441836202,0.712622962963,0.0129961919665,20,5,20
masterrtl_rf_leafid_structural_delayed_8x5,Prob010_radix2_div,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob011_multi_16bit,0,0,0,0,23,9,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob012_multi_8bit,0,-0.38656854576,0,-0.347911691184,2,1,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob014_multi_pipe_4bit,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob015_multi_pipe_8bit,0,0,0,0,9,4,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob016_fixed_point_adder,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob017_fixed_point_substractor,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob019_sub_64bit,0,-0.44993695574,0,-0.314955869018,4,1,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob020_JC_counter,0,0,0,0,1,1,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob021_counter_12,0,0,0,0,2,2,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob022_ring_counter,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob023_up_down_counter,0,0,0,0,1,1,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob024_fsm,0.107413199875,-0.0382546137003,0.100265874257,0.0138129496401,7,1,4
masterrtl_rf_leafid_structural_delayed_8x5,Prob025_sequence_detector,0,-0.043389639318,0,-0.0303727475227,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob026_asyn_fifo,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob027_LIFObuffer,0,-0.00601642379725,0,-0.00523598335556,13,5,1
masterrtl_rf_leafid_structural_delayed_8x5,Prob028_LFSR,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob029_barrel_shifter,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob030_right_shifter,0,0,0,0,1,1,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob031_freq_div,0.0179314456036,-0.0656214605067,0.0179314456036,-0.0309031296572,2,1,2
masterrtl_rf_leafid_structural_delayed_8x5,Prob032_freq_divbyeven,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob033_freq_divbyfrac,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob034_freq_divbyodd,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob035_calendar,0,0,0,0,3,1,1
masterrtl_rf_leafid_structural_delayed_8x5,Prob036_edge_detect,0.355889724311,0,0.249122807018,-0.0652186020608,3,1,1
masterrtl_rf_leafid_structural_delayed_8x5,Prob037_parallel2serial,0,-0.104652113482,0,-0.0361442236939,1,1,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob038_pulse_detect,0,-0.0210287013356,0,-0.0105143506678,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob039_serial2parallel,0,0,0,0,1,1,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob041_traffic_light,0.221342592593,-0.0773197167756,0.0978862926652,-0.132570025418,12,2,9
masterrtl_rf_leafid_structural_delayed_8x5,Prob042_width_8to16,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob043_RAM,0.00367714356907,-0.0935564510081,0.00367714356906,-0.0761891325893,1,1,1
masterrtl_rf_leafid_structural_delayed_8x5,Prob044_ROM,0,0,0,0,2,2,1
masterrtl_rf_leafid_structural_delayed_8x5,Prob045_alu,0.286699668835,0.0549081923911,0.17897145003,-0.024592943426,24,1,24
masterrtl_rf_leafid_structural_delayed_8x5,Prob046_clkgenerator,0,0,0,0,0,0,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob047_instr_reg,0,0,0,0,4,1,0
masterrtl_rf_leafid_structural_delayed_8x5,Prob048_pe,0,0,0,0,4,2,2
masterrtl_rf_leafid_structural_delayed_8x5,Prob049_signal_generator,0.0123012437924,-0.00689759664847,0.00847419016809,-0.00857272726312,2,1,2
masterrtl_rf_leafid_structural_delayed_8x5,Prob050_square_wave,0,-0.00426524754372,0,-0.000990210701797,7,2,1
deepgate_delayed_high_exploit_8x5,Prob001_accu,0,0,0,0,4,1,0
deepgate_delayed_high_exploit_8x5,Prob002_adder_16bit,0.0645942952091,-0.140519939075,0.0645932567156,-0.140520977568,3,1,2
deepgate_delayed_high_exploit_8x5,Prob003_adder_32bit,0.674459752503,0,0.674459752503,0,7,1,7
deepgate_delayed_high_exploit_8x5,Prob004_adder_8bit,0.151026289181,0,0.0755131445903,-0.0604105156722,1,1,1
deepgate_delayed_high_exploit_8x5,Prob005_adder_bcd,0.198189845475,0,0.198189845475,0,4,1,3
deepgate_delayed_high_exploit_8x5,Prob007_comparator_3bit,0,-0.058316843557,0,-0.0524851592013,1,1,1
deepgate_delayed_high_exploit_8x5,Prob008_comparator_4bit,0.300772727273,-0.0608454545455,0.297739090909,-0.0457039393939,4,1,4
deepgate_delayed_high_exploit_8x5,Prob009_div_16bit,0.721235725464,0.00836874580818,0.698623612788,-0.0010031582085,35,5,35
deepgate_delayed_high_exploit_8x5,Prob010_radix2_div,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob011_multi_16bit,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob012_multi_8bit,0,-0.38656854576,0,-0.347911691184,1,1,0
deepgate_delayed_high_exploit_8x5,Prob014_multi_pipe_4bit,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob015_multi_pipe_8bit,0,0,0,0,5,1,0
deepgate_delayed_high_exploit_8x5,Prob016_fixed_point_adder,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob017_fixed_point_substractor,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob019_sub_64bit,0,-0.44993695574,0,-0.314955869018,3,1,1
deepgate_delayed_high_exploit_8x5,Prob020_JC_counter,0,0,0,0,1,1,0
deepgate_delayed_high_exploit_8x5,Prob021_counter_12,0,0,0,0,1,1,0
deepgate_delayed_high_exploit_8x5,Prob022_ring_counter,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob023_up_down_counter,0,0,0,0,1,1,0
deepgate_delayed_high_exploit_8x5,Prob024_fsm,0.107413199875,-0.0382546137003,0.107413199875,0.0209602752578,6,1,3
deepgate_delayed_high_exploit_8x5,Prob025_sequence_detector,0,-0.043389639318,0,-0.0303727475227,0,0,0
deepgate_delayed_high_exploit_8x5,Prob026_asyn_fifo,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob027_LIFObuffer,0,-0.00601642379725,0,-0.00523598335556,0,0,0
deepgate_delayed_high_exploit_8x5,Prob028_LFSR,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob029_barrel_shifter,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob030_right_shifter,0,0,0,0,1,1,0
deepgate_delayed_high_exploit_8x5,Prob031_freq_div,0.0179314456036,-0.0656214605067,0.0179314456036,-0.0309031296572,2,1,2
deepgate_delayed_high_exploit_8x5,Prob032_freq_divbyeven,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob033_freq_divbyfrac,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob034_freq_divbyodd,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob035_calendar,0,0,0,0,3,1,1
deepgate_delayed_high_exploit_8x5,Prob036_edge_detect,0,-0.355889724311,0,-0.314341409078,2,1,0
deepgate_delayed_high_exploit_8x5,Prob037_parallel2serial,0.000580492191971,-0.10407162129,0.000522442972773,-0.0356217807211,4,1,1
deepgate_delayed_high_exploit_8x5,Prob038_pulse_detect,0,-0.0210287013356,0,-0.0105143506678,0,0,0
deepgate_delayed_high_exploit_8x5,Prob039_serial2parallel,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob041_traffic_light,0.204261982571,-0.0944003267974,0.183835784314,-0.0466205337693,18,1,12
deepgate_delayed_high_exploit_8x5,Prob042_width_8to16,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob043_RAM,0.00367714356907,-0.0935564510081,0.00367714356906,-0.0761891325893,1,1,1
deepgate_delayed_high_exploit_8x5,Prob044_ROM,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob045_alu,0.192957192982,-0.0388342834615,0.177128944609,-0.0264354488468,23,2,23
deepgate_delayed_high_exploit_8x5,Prob046_clkgenerator,0,0,0,0,0,0,0
deepgate_delayed_high_exploit_8x5,Prob047_instr_reg,0,0,0,0,2,1,0
deepgate_delayed_high_exploit_8x5,Prob048_pe,0,0,0,0,2,1,1
deepgate_delayed_high_exploit_8x5,Prob049_signal_generator,0.0146915629996,-0.00450727744126,0.0100100974034,-0.00703682002785,4,2,4
deepgate_delayed_high_exploit_8x5,Prob050_square_wave,0,-0.00426524754372,0,-0.000990210701797,9,2,2
rf_deepgate_hybrid_delayed_8x5,Prob001_accu,0,0,0,0,7,1,0
rf_deepgate_hybrid_delayed_8x5,Prob002_adder_16bit,0.205114234284,0,0.205114234284,0,4,1,3
rf_deepgate_hybrid_delayed_8x5,Prob003_adder_32bit,0.674459752503,0,0.674459752503,0,3,1,3
rf_deepgate_hybrid_delayed_8x5,Prob004_adder_8bit,0.151026289181,0,0.151026289181,0.0151026289181,1,1,1
rf_deepgate_hybrid_delayed_8x5,Prob005_adder_bcd,0.198189845475,0,0.198189845475,0,6,1,3
rf_deepgate_hybrid_delayed_8x5,Prob007_comparator_3bit,0,-0.058316843557,0,-0.0524851592013,3,1,1
rf_deepgate_hybrid_delayed_8x5,Prob008_comparator_4bit,0.330933333333,-0.0306848484848,0.330933333333,-0.0125096969697,5,1,5
rf_deepgate_hybrid_delayed_8x5,Prob009_div_16bit,0.709814934049,-0.00305204560698,0.697775697146,-0.00185107385052,30,8,30
rf_deepgate_hybrid_delayed_8x5,Prob010_radix2_div,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob011_multi_16bit,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob012_multi_8bit,0.353054979017,-0.0335135667429,0.317749481116,-0.0301622100676,2,1,1
rf_deepgate_hybrid_delayed_8x5,Prob014_multi_pipe_4bit,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob015_multi_pipe_8bit,0,0,0,0,6,1,0
rf_deepgate_hybrid_delayed_8x5,Prob016_fixed_point_adder,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob017_fixed_point_substractor,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob019_sub_64bit,0,-0.44993695574,0,-0.314955869018,3,1,1
rf_deepgate_hybrid_delayed_8x5,Prob020_JC_counter,0,0,0,0,1,1,0
rf_deepgate_hybrid_delayed_8x5,Prob021_counter_12,0,0,0,0,1,1,0
rf_deepgate_hybrid_delayed_8x5,Prob022_ring_counter,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob023_up_down_counter,0,0,0,0,1,1,0
rf_deepgate_hybrid_delayed_8x5,Prob024_fsm,0.145886768846,0.000218955270566,0.141789177354,0.0553362527368,9,2,6
rf_deepgate_hybrid_delayed_8x5,Prob025_sequence_detector,0,-0.043389639318,0,-0.0303727475227,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob026_asyn_fifo,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob027_LIFObuffer,0,-0.00601642379725,0,-0.00523598335556,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob028_LFSR,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob029_barrel_shifter,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob030_right_shifter,0,0,0,0,1,1,0
rf_deepgate_hybrid_delayed_8x5,Prob031_freq_div,0.0179314456036,-0.0656214605067,0.0179314456036,-0.0309031296572,2,1,2
rf_deepgate_hybrid_delayed_8x5,Prob032_freq_divbyeven,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob033_freq_divbyfrac,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob034_freq_divbyodd,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob035_calendar,0,0,0,0,3,1,1
rf_deepgate_hybrid_delayed_8x5,Prob036_edge_detect,0,-0.355889724311,0,-0.314341409078,2,1,0
rf_deepgate_hybrid_delayed_8x5,Prob037_parallel2serial,0,-0.104652113482,0,-0.0361442236939,2,2,0
rf_deepgate_hybrid_delayed_8x5,Prob038_pulse_detect,0.364023870418,0.342995169082,0.254816709293,0.244302358625,1,1,1
rf_deepgate_hybrid_delayed_8x5,Prob039_serial2parallel,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob041_traffic_light,0.221360203341,-0.0773021060276,0.0679123456789,-0.162543972404,13,2,7
rf_deepgate_hybrid_delayed_8x5,Prob042_width_8to16,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob043_RAM,0.00367714356907,-0.0935564510081,0.00367714356906,-0.0761891325893,1,1,1
rf_deepgate_hybrid_delayed_8x5,Prob044_ROM,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob045_alu,0,-0.231791476444,0,-0.203564393456,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob046_clkgenerator,0,0,0,0,0,0,0
rf_deepgate_hybrid_delayed_8x5,Prob047_instr_reg,0,0,0,0,3,1,0
rf_deepgate_hybrid_delayed_8x5,Prob048_pe,0,0,0,0,2,1,1
rf_deepgate_hybrid_delayed_8x5,Prob049_signal_generator,0.00683402432913,-0.0123648161118,0.00683402432909,-0.0102128931021,1,1,1
rf_deepgate_hybrid_delayed_8x5,Prob050_square_wave,0,-0.00426524754372,0,-0.000990210701797,8,2,2
aurora_raw_impl_compact_delayed_8x5,Prob001_accu,0,0,0,0,5,1,0
aurora_raw_impl_compact_delayed_8x5,Prob002_adder_16bit,0.205114234284,0,0.205114234284,0,3,1,2
aurora_raw_impl_compact_delayed_8x5,Prob003_adder_32bit,0.674459752503,0,0.674459752503,0,20,1,20
aurora_raw_impl_compact_delayed_8x5,Prob004_adder_8bit,0.151026289181,0,0.0755131445903,-0.0604105156722,1,1,1
aurora_raw_impl_compact_delayed_8x5,Prob005_adder_bcd,0.198189845475,0,0.198189845475,0,9,1,5
aurora_raw_impl_compact_delayed_8x5,Prob007_comparator_3bit,0,-0.058316843557,0,-0.0524851592013,1,1,1
aurora_raw_impl_compact_delayed_8x5,Prob008_comparator_4bit,0.300939393939,-0.0606787878788,0.300939393939,-0.0425036363636,6,1,6
aurora_raw_impl_compact_delayed_8x5,Prob009_div_16bit,0.618656606304,-0.0942103733512,0.614435299202,-0.0851914717939,26,3,26
aurora_raw_impl_compact_delayed_8x5,Prob010_radix2_div,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob011_multi_16bit,0,0,0,0,28,8,0
aurora_raw_impl_compact_delayed_8x5,Prob012_multi_8bit,0,-0.38656854576,0,-0.347911691184,1,1,0
aurora_raw_impl_compact_delayed_8x5,Prob014_multi_pipe_4bit,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob015_multi_pipe_8bit,0,0,0,0,10,4,0
aurora_raw_impl_compact_delayed_8x5,Prob016_fixed_point_adder,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob017_fixed_point_substractor,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob019_sub_64bit,0,-0.44993695574,0,-0.314955869018,3,1,0
aurora_raw_impl_compact_delayed_8x5,Prob020_JC_counter,0,0,0,0,1,1,0
aurora_raw_impl_compact_delayed_8x5,Prob021_counter_12,0,0,0,0,1,1,0
aurora_raw_impl_compact_delayed_8x5,Prob022_ring_counter,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob023_up_down_counter,0,0,0,0,1,1,0
aurora_raw_impl_compact_delayed_8x5,Prob024_fsm,0.144948389115,-0.000719424460432,0.0648608070066,-0.0215921176103,5,2,3
aurora_raw_impl_compact_delayed_8x5,Prob025_sequence_detector,0,-0.043389639318,0,-0.0303727475227,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob026_asyn_fifo,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob027_LIFObuffer,0.00654201150685,0.000525587709598,0.00482353617786,-0.000412447177695,13,4,2
aurora_raw_impl_compact_delayed_8x5,Prob028_LFSR,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob029_barrel_shifter,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob030_right_shifter,0,0,0,0,1,1,0
aurora_raw_impl_compact_delayed_8x5,Prob031_freq_div,0.0179314456036,-0.0656214605067,0.0179314456036,-0.0309031296572,2,1,2
aurora_raw_impl_compact_delayed_8x5,Prob032_freq_divbyeven,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob033_freq_divbyfrac,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob034_freq_divbyodd,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob035_calendar,0,0,0,0,4,2,1
aurora_raw_impl_compact_delayed_8x5,Prob036_edge_detect,0,-0.355889724311,0,-0.314341409078,2,1,0
aurora_raw_impl_compact_delayed_8x5,Prob037_parallel2serial,0.0118714741231,-0.092780639359,0.0118714741231,-0.0242727495708,6,1,1
