benchmark,child_cell_id,child_generation,child_id,child_pareto_rank,child_quality,child_strategy,generation_delta,method_name,new_cell,parent_cell_id,parent_found,parent_generation,parent_id,parent_pareto_rank,parent_quality,parent_strategy,problem,quality_delta,relative_path,root,seed_dir,source_table
RTLLM,"2,3,2",1,06d2642f-f8cd-4777-ba6d-40687813e16b,1,-0.2706402480596779,M-E,1,landing_smooth_qd_manual_bd,True,"1,1,1",True,0,9120c634-9c6e-401d-8680-e5e9df7a65ff,1,0.0527945329905551,initial,Prob015_multi_pipe_8bit,-0.323434781050233,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"2,3,2",3,f0a1e6e2-6877-4a3e-890c-b454dff1a14d,3,-0.3178309522516159,C-F,1,landing_smooth_qd_manual_bd,True,"3,2,2",True,2,6199715e-6daf-4e61-9d2a-6ee51b19dcf3,1,-0.2510405291998922,M-E,Prob015_multi_pipe_8bit,-0.06679042305172367,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"2,3,2",3,f0a1e6e2-6877-4a3e-890c-b454dff1a14d,3,-0.3178309522516159,C-F,2,landing_smooth_qd_manual_bd,True,"1,2,1",True,1,2bc965f9-3d30-442b-8743-0000fe1311bb,1,0.0524233377418543,M-R,Prob015_multi_pipe_8bit,-0.3702542899934702,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"2,3,2",4,de046688-6eab-49a8-80c9-96ec08a413ff,2,-0.2341087230698677,C-F,1,landing_smooth_qd_manual_bd,True,"2,1,1",True,3,38168a12-c769-4a6d-9539-d1faaab2c944,1,0.0610503661511321,M-E,Prob015_multi_pipe_8bit,-0.2951590892209998,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"2,3,2",4,de046688-6eab-49a8-80c9-96ec08a413ff,2,-0.2341087230698677,C-F,3,landing_smooth_qd_manual_bd,False,"2,3,2",True,1,06d2642f-f8cd-4777-ba6d-40687813e16b,1,-0.2706402480596779,M-E,Prob015_multi_pipe_8bit,0.03653152498981019,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"2,3,2",4,e51d059d-c5ba-45f2-8a22-c551c2b23189,1,-0.2740841048245034,M-E,2,landing_smooth_qd_manual_bd,True,"3,2,2",True,2,b6e4329d-3959-4c09-a0da-b2c2443fb971,1,-0.0573285656269134,M-F,Prob015_multi_pipe_8bit,-0.21675553919759,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"2,3,3",1,f598882a-eef9-43e8-ab3d-3e0383221ec8,1,-0.1557526579538328,M-I,1,landing_smooth_qd_manual_bd,True,"3,1,2",True,0,9ff3d928-67e8-4b00-b6d2-5f68e850b3bd,1,0.0271721388865177,initial,Prob015_multi_pipe_8bit,-0.1829247968403505,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"3,1,2",2,c04f9b15-26b9-4689-88aa-e1cf5f95809a,2,0.0231070982361112,M-E,,landing_smooth_qd_manual_bd,False,,False,,4a262145-f611-4e7b-8b48-257e8a68d06a,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"3,1,3",1,c21b2e94-efa5-429d-85da-12dc366398e8,1,0.0263929244901285,M-I,,landing_smooth_qd_manual_bd,False,,False,,3e9ae22a-ae5a-469c-b30f-d74a6836c088,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"3,2,2",2,b6e4329d-3959-4c09-a0da-b2c2443fb971,1,-0.0573285656269134,M-F,,landing_smooth_qd_manual_bd,False,,False,,f02a8aa8-813a-47c3-bf78-5c47b4c367cf,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"3,2,2",2,6199715e-6daf-4e61-9d2a-6ee51b19dcf3,1,-0.2510405291998922,M-E,,landing_smooth_qd_manual_bd,False,,False,,4a262145-f611-4e7b-8b48-257e8a68d06a,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"3,2,2",4,9c0db05c-0963-453a-bb74-ce52277270de,2,-0.0718953277437869,M-R,,landing_smooth_qd_manual_bd,False,,False,,74c080fa-630a-4e7c-bf72-cce9a54db811,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"3,2,3",5,e15fbba0-8948-47ab-89ee-fdfd74f374ff,1,-0.2531811562149983,C-F,2,landing_smooth_qd_manual_bd,True,"2,1,1",True,3,38168a12-c769-4a6d-9539-d1faaab2c944,1,0.0610503661511321,M-E,Prob015_multi_pipe_8bit,-0.3142315223661304,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"3,2,3",5,e15fbba0-8948-47ab-89ee-fdfd74f374ff,1,-0.2531811562149983,C-F,4,landing_smooth_qd_manual_bd,True,"2,3,3",True,1,f598882a-eef9-43e8-ab3d-3e0383221ec8,1,-0.1557526579538328,M-I,Prob015_multi_pipe_8bit,-0.09742849826116551,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,,1,c21b2e94-efa5-429d-85da-12dc366398e8,,0.0263929244901285,M-I,,landing_smooth_qd_manual_bd,False,,False,,3e9ae22a-ae5a-469c-b30f-d74a6836c088,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/global_pareto_archive.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,global_pareto_archive.csv
RTLLM,,1,f598882a-eef9-43e8-ab3d-3e0383221ec8,,-0.1557526579538328,M-I,,landing_smooth_qd_manual_bd,False,,False,,9ff3d928-67e8-4b00-b6d2-5f68e850b3bd,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/global_pareto_archive.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,global_pareto_archive.csv
RTLLM,,1,06d2642f-f8cd-4777-ba6d-40687813e16b,,-0.2706402480596779,M-E,1,landing_smooth_qd_manual_bd,False,,True,0,9120c634-9c6e-401d-8680-e5e9df7a65ff,,0.0527945329905551,initial,Prob015_multi_pipe_8bit,-0.323434781050233,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/global_pareto_archive.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,global_pareto_archive.csv
RTLLM,,2,6199715e-6daf-4e61-9d2a-6ee51b19dcf3,,-0.2510405291998922,M-E,,landing_smooth_qd_manual_bd,False,,False,,4a262145-f611-4e7b-8b48-257e8a68d06a,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/global_pareto_archive.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,global_pareto_archive.csv
RTLLM,,3,38168a12-c769-4a6d-9539-d1faaab2c944,,0.0610503661511321,M-E,,landing_smooth_qd_manual_bd,False,,False,,ea6ba62d-6d19-47ae-a57f-b44540cf4559,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/global_pareto_archive.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,global_pareto_archive.csv
RTLLM,,3,a4225ae3-25b1-430c-84a9-5ef2865222ca,,-0.1600738584314163,C-F,2,landing_smooth_qd_manual_bd,False,,True,1,f598882a-eef9-43e8-ab3d-3e0383221ec8,,-0.1557526579538328,M-I,Prob015_multi_pipe_8bit,-0.004321200477583498,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/global_pareto_archive.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,global_pareto_archive.csv
RTLLM,,3,a4225ae3-25b1-430c-84a9-5ef2865222ca,,-0.1600738584314163,C-F,,landing_smooth_qd_manual_bd,False,,False,,de5fbc5f-535c-44ac-b206-6186fffe0226,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/global_pareto_archive.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,global_pareto_archive.csv
RTLLM,,4,e51d059d-c5ba-45f2-8a22-c551c2b23189,,-0.2740841048245034,M-E,,landing_smooth_qd_manual_bd,False,,False,,b6e4329d-3959-4c09-a0da-b2c2443fb971,,,,Prob015_multi_pipe_8bit,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/global_pareto_archive.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,global_pareto_archive.csv
RTLLM,"0,0,0",3,3da3d9db-5aaf-46e8-86e0-bace702be92e,3,0.6238921905953498,C-F,1,landing_smooth_qd_manual_bd,True,"1,0,0",True,2,69818fb7-d721-4871-b328-afef766b90e5,1,0.66612657699927,M-S,Prob024_fsm,-0.04223438640392019,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob024_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"0,0,0",3,3da3d9db-5aaf-46e8-86e0-bace702be92e,3,0.6238921905953498,C-F,,landing_smooth_qd_manual_bd,False,,False,,a56b1220-0265-4622-9b34-bd61a6001cdc,,,,Prob024_fsm,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob024_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"0,0,0",4,de13a0ba-db8b-42a8-bcbe-9d2c216c4a46,2,0.66612657699927,M-S,1,landing_smooth_qd_manual_bd,True,"1,0,2",True,3,c7380e35-ad68-4388-8d4d-8bcc7bc7b033,1,0.4911927849025128,M-I,Prob024_fsm,0.17493379209675725,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob024_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
RTLLM,"0,0,0",4,05bb96de-9c27-45de-8811-2537a57a05ea,1,0.6834970284641851,C-F,3,landing_smooth_qd_manual_bd,True,"1,0,1",True,1,8ef48cf4-4b98-4449-9387-3bdd66b4cb5c,1,0.4695912834949431,M-R,Prob024_fsm,0.21390574496924203,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/RTLLM/Prob024_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
