column_count,file_kind,generation_nonempty_cells,lineage_columns,lineage_edge_count,lineage_field_counts,lineage_nonempty_cells,operator_nonempty_cells,path,read_error,read_status,record_count,relative_path,root
235,generation_log,21,[],0,{},0,71,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob011_multi_16bit/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob011_multi_16bit/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
295,generation_log,21,[],0,{},0,104,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob012_multi_8bit/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob012_multi_8bit/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
228,generation_log,21,[],0,{},0,20,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
255,generation_log,21,[],0,{},0,80,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob016_fixed_point_adder/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
246,generation_log,21,[],0,{},0,55,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob018_float_multi/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob018_float_multi/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
283,generation_log,21,[],0,{},0,141,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob019_sub_64bit/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob019_sub_64bit/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,123,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob020_JC_counter/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob020_JC_counter/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,189,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob021_counter_12/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob021_counter_12/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob022_ring_counter/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob022_ring_counter/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,143,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob023_up_down_counter/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob023_up_down_counter/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
246,generation_log,21,[],0,{},0,62,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob024_fsm/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob024_fsm/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
228,generation_log,21,[],0,{},0,28,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob025_sequence_detector/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob025_sequence_detector/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob026_asyn_fifo/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob026_asyn_fifo/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
252,generation_log,21,[],0,{},0,76,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob027_LIFObuffer/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob027_LIFObuffer/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob028_LFSR/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob028_LFSR/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
120,generation_log,21,[],0,{},0,2,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob029_barrel_shifter/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob029_barrel_shifter/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,126,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob030_right_shifter/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob030_right_shifter/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,81,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob031_freq_div/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob031_freq_div/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob032_freq_divbyeven/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob032_freq_divbyeven/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob033_freq_divbyfrac/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob033_freq_divbyfrac/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
137,generation_log,21,[],0,{},0,2,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob034_freq_divbyodd/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob034_freq_divbyodd/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,142,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob035_calendar/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob035_calendar/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,156,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob036_edge_detect/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob036_edge_detect/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
255,generation_log,21,[],0,{},0,92,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob037_parallel2serial/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob037_parallel2serial/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
182,generation_log,21,[],0,{},0,4,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob038_pulse_detect/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob038_pulse_detect/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
173,generation_log,21,[],0,{},0,7,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob039_serial2parallel/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob039_serial2parallel/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,157,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob040_synchronizer/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob040_synchronizer/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
264,generation_log,21,[],0,{},0,95,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob041_traffic_light/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob041_traffic_light/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob042_width_8to16/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob042_width_8to16/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,82,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob043_RAM/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob043_RAM/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,122,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob044_ROM/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob044_ROM/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob045_alu/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob045_alu/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
77,generation_log,21,[],0,{},0,0,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob046_clkgenerator/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob046_clkgenerator/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
295,generation_log,21,[],0,{},0,158,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob047_instr_reg/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob047_instr_reg/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
233,generation_log,21,[],0,{},0,112,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob048_pe/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob048_pe/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
228,generation_log,21,[],0,{},0,35,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob049_signal_generator/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob049_signal_generator/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,186,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/RTLLM/Prob050_square_wave/generation_log.jsonl,,ok,21,deepseek_clean_results/RTLLM/Prob050_square_wave/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,178,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,175,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,166,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
259,generation_log,21,[],0,{},0,192,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
258,generation_log,21,[],0,{},0,194,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,187,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
259,generation_log,21,[],0,{},0,182,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
259,generation_log,21,[],0,{},0,158,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,184,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,202,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
258,generation_log,21,[],0,{},0,181,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
258,generation_log,21,[],0,{},0,188,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
258,generation_log,21,[],0,{},0,188,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,198,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
258,generation_log,21,[],0,{},0,198,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
259,generation_log,21,[],0,{},0,192,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
259,generation_log,21,[],0,{},0,186,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
260,generation_log,21,[],0,{},0,165,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
258,generation_log,21,[],0,{},0,198,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
258,generation_log,21,[],0,{},0,207,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
261,generation_log,21,[],0,{},0,168,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v/generation_log.jsonl,,ok,21,deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v/generation_log.jsonl,/workspace/exp/diversity_check/aspdac2026_submission_source/REvolution-aspdac2026-submission/exp
