method,method_label,problem,candidate_id,generation,is_pareto_front,line_count,always_count,assign_count,pipeline_event_count,control_count,arith_count,mul_count,shift_count,compare_count,logic_op_count,max_rhs_operator_count,unique_identifier_count,max_identifier_fanout,timing_risk_score,control_pipeline_ratio,timing_risk_entropy,timing_risk_cell,code_file_path
classic_revolution,Classic,Prob001_accu,aed1ddd2-c869-4c62-9a28-3ecddcebb90c,3,false,32,1,0,12,3,3,0,0,12,0,2,13,6,21.400000,0.307692,1.750000,"1,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob001_accu/Gen3/Prob001_accu_sample2_C-F/code.sv
classic_revolution,Classic,Prob002_adder_16bit,5b7c7fc9-fbc3-41f3-b1f5-4cfd1329bee1,0,false,19,0,3,0,0,4,0,0,1,0,3,21,10,16.500000,1.000000,1.158939,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample5_initial/code.sv
classic_revolution,Classic,Prob002_adder_16bit,7b425985-c3a4-4c2e-84cf-44c87a9975f3,0,false,32,0,1,0,0,2,0,0,0,0,2,11,7,9.050000,1.000000,0.764205,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample3_initial/code.sv
classic_revolution,Classic,Prob002_adder_16bit,bdcc6e15-c5e0-4367-be2e-210738d5a1cc,0,true,20,0,6,0,0,4,0,0,1,14,7,17,16,25.400000,1.000000,1.549198,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample2_initial/code.sv
classic_revolution,Classic,Prob002_adder_16bit,f6eb21eb-bf65-42b0-a27f-2d814dc3c103,0,false,67,0,4,0,1,2,0,0,2,7,5,21,15,19.750000,2.000000,1.708412,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen0/Prob002_adder_16bit_sample1_initial/code.sv
classic_revolution,Classic,Prob002_adder_16bit,3e638802-04ff-4cf3-9fff-ff372de65de2,1,false,90,0,24,0,0,2,0,0,0,72,9,38,21,25.150000,1.000000,0.901716,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample1_M-E/code.sv
classic_revolution,Classic,Prob002_adder_16bit,e76724e8-68b5-409c-9583-76e3de59d8ac,1,false,9,0,1,0,0,2,0,0,0,0,2,6,2,8.300000,1.000000,1.000000,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen1/Prob002_adder_16bit_sample2_M-S/code.sv
classic_revolution,Classic,Prob002_adder_16bit,192cbecd-e538-4bc4-bd7b-ccfd25e0d059,2,false,104,0,4,0,3,4,0,0,2,0,3,34,21,23.650000,4.000000,1.340439,"2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample7_M-E/code.sv
classic_revolution,Classic,Prob002_adder_16bit,646ec94b-5d3e-4bf6-885d-23336c5f56d6,2,false,57,0,5,0,0,0,0,0,0,36,14,22,25,31.750000,1.000000,0.976414,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen2/Prob002_adder_16bit_sample2_M-E/code.sv
classic_revolution,Classic,Prob002_adder_16bit,041f79ee-3b5c-4586-9446-e51bb07b5ffd,3,false,54,0,6,0,2,2,0,0,1,5,5,28,10,19.500000,3.000000,1.880482,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample1_M-E/code.sv
classic_revolution,Classic,Prob002_adder_16bit,5fbfb358-a185-45d3-9834-76a7cac815ed,3,false,69,0,17,0,0,4,0,0,2,63,14,26,43,44.450000,1.000000,1.272551,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample7_M-E/code.sv
classic_revolution,Classic,Prob002_adder_16bit,f5f18bce-4b27-4e8b-9846-072df26ef7e1,3,false,55,0,6,0,2,2,0,0,1,7,5,25,16,20.400000,3.000000,1.676945,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob002_adder_16bit/Gen3/Prob002_adder_16bit_sample3_M-E/code.sv
classic_revolution,Classic,Prob003_adder_32bit,1bd93c97-1af7-4600-947c-8f9faba07941,0,true,44,0,6,0,0,2,0,0,1,5,5,21,9,16.350000,1.000000,1.608700,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample1_initial/code.sv
classic_revolution,Classic,Prob003_adder_32bit,963fc15a-262c-4108-b5ce-1523b1a346d9,0,false,100,0,7,0,0,0,0,0,0,53,14,32,29,32.350000,1.000000,0.937293,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen0/Prob003_adder_32bit_sample5_initial/code.sv
classic_revolution,Classic,Prob003_adder_32bit,54601fe0-2137-4e7f-8682-75ae02078cd9,1,false,64,0,10,0,0,0,0,0,0,29,9,28,17,20.550000,1.000000,0.950338,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample1_M-S/code.sv
classic_revolution,Classic,Prob003_adder_32bit,5c0cb0fe-b071-45bf-9ea1-60878951cf86,1,false,50,0,7,0,0,9,3,0,2,23,11,25,19,53.850000,1.000000,1.665998,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample5_M-I/code.sv
classic_revolution,Classic,Prob003_adder_32bit,be9688d5-1b8a-41e5-9d6e-1d91ce703d49,1,false,92,0,14,0,0,1,0,0,0,51,14,34,25,33.750000,1.000000,1.001980,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample11_M-I/code.sv
classic_revolution,Classic,Prob003_adder_32bit,dd51fab2-bb8f-4888-a551-58f1d4f42b84,1,false,96,0,9,0,0,4,0,0,2,43,35,32,32,84.800000,1.000000,1.360475,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample2_M-E/code.sv
classic_revolution,Classic,Prob003_adder_32bit,e7aa4a23-f168-4e0b-8965-b02ef521cf15,1,false,19,0,4,0,0,2,0,0,1,5,3,14,13,12.950000,1.000000,1.453491,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample3_M-S/code.sv
classic_revolution,Classic,Prob003_adder_32bit,f1fe0b6f-0294-4c21-8e45-055261919808,1,false,47,0,8,0,0,26,2,0,4,17,18,30,22,101.300000,1.000000,1.792498,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen1/Prob003_adder_32bit_sample12_M-I/code.sv
classic_revolution,Classic,Prob003_adder_32bit,215406a1-6ea9-42fc-bc74-3f75027d759c,2,false,95,0,14,0,0,0,0,0,0,32,9,30,17,20.550000,1.000000,0.931304,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample8_M-R/code.sv
classic_revolution,Classic,Prob003_adder_32bit,3a0efe40-1332-4f90-9997-e9a99f5640e8,2,false,73,0,12,0,0,7,3,0,1,54,14,30,32,56.800000,1.000000,1.337404,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample3_M-I/code.sv
classic_revolution,Classic,Prob003_adder_32bit,412b936d-e7db-4dfb-9cd8-204eaa339142,2,false,55,0,11,0,0,14,6,0,3,19,14,26,22,80.300000,1.000000,1.773912,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample9_M-S/code.sv
classic_revolution,Classic,Prob003_adder_32bit,759e450e-f3a8-4056-96a7-5019d0b19579,2,false,81,0,24,0,5,17,0,0,11,18,3,31,87,71.550000,6.000000,1.639358,"3,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample2_M-E/code.sv
classic_revolution,Classic,Prob003_adder_32bit,847b03ca-5c92-4d97-9694-ed071d1d68ef,2,false,35,0,9,0,0,94,52,0,1,48,40,21,61,434.150000,1.000000,1.564658,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample12_M-S/code.sv
classic_revolution,Classic,Prob003_adder_32bit,ef05f502-3a9f-435b-9801-557fc67ea5a3,2,false,110,0,18,0,0,0,0,0,0,41,9,45,17,20.550000,1.000000,0.872697,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen2/Prob003_adder_32bit_sample4_M-E/code.sv
classic_revolution,Classic,Prob003_adder_32bit,00b79494-f5fb-44af-8f8b-bd80c5eadb52,3,false,67,0,13,0,0,37,9,0,3,26,9,37,26,125.900000,1.000000,1.720002,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen3/Prob003_adder_32bit_sample10_C-F/code.sv
classic_revolution,Classic,Prob003_adder_32bit,8480ecee-771f-4263-a0c7-e81cd5b30d09,3,false,50,0,9,0,0,12,6,0,2,26,14,26,22,75.300000,1.000000,1.674543,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen3/Prob003_adder_32bit_sample2_M-E/code.sv
classic_revolution,Classic,Prob003_adder_32bit,a182b52a-b89a-4e52-88b0-203554289ddd,3,false,56,0,6,0,0,0,0,0,0,36,14,24,25,31.750000,1.000000,0.976414,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob003_adder_32bit/Gen3/Prob003_adder_32bit_sample3_M-R/code.sv
classic_revolution,Classic,Prob004_adder_8bit,3891d014-f8f9-4c84-aa63-584cabe57e70,1,false,26,0,11,0,0,0,0,0,0,39,9,13,22,21.300000,1.000000,0.943226,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen1/Prob004_adder_8bit_sample12_M-E/code.sv
classic_revolution,Classic,Prob004_adder_8bit,65d1ba1f-23a7-43a4-b7f9-c97f475d8fdf,1,false,85,0,5,0,2,2,0,0,0,0,2,24,18,13.700000,3.000000,0.865857,"0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen1/Prob004_adder_8bit_sample11_M-E/code.sv
classic_revolution,Classic,Prob004_adder_8bit,726166a4-7dcd-4fa8-9e49-edaaf3f97c95,1,true,17,0,3,0,0,4,0,0,1,0,5,12,10,20.500000,1.000000,1.158939,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen1/Prob004_adder_8bit_sample2_M-S/code.sv
classic_revolution,Classic,Prob004_adder_8bit,ead48cfc-dfcf-4db4-9196-bc5f0e1a6e78,1,false,33,0,4,0,0,2,0,0,1,7,5,14,10,16.500000,1.000000,1.578390,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen1/Prob004_adder_8bit_sample1_M-F/code.sv
classic_revolution,Classic,Prob004_adder_8bit,8a2834cd-5419-4407-9bcc-c0732f349187,2,false,9,0,1,0,0,2,0,0,0,0,2,6,2,8.300000,1.000000,1.000000,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen2/Prob004_adder_8bit_sample3_M-S/code.sv
classic_revolution,Classic,Prob004_adder_8bit,32de2d02-24bb-44dc-8908-8b0534c64c2d,3,false,31,0,9,0,0,0,0,0,0,50,9,20,35,23.250000,1.000000,0.977418,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen3/Prob004_adder_8bit_sample2_M-E/code.sv
classic_revolution,Classic,Prob004_adder_8bit,7b1bdcc8-deb7-402a-8dff-91ec67f117cc,3,false,39,0,13,0,0,0,0,0,0,159,44,9,123,106.450000,1.000000,0.988212,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen3/Prob004_adder_8bit_sample11_M-E/code.sv
classic_revolution,Classic,Prob004_adder_8bit,a6ea01f5-4425-4d94-81b1-0a93f21c26ac,3,false,77,0,6,0,2,2,0,0,1,7,5,27,16,20.400000,3.000000,1.676945,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Gen3/Prob004_adder_8bit_sample9_M-E/code.sv
classic_revolution,Classic,Prob005_adder_bcd,06a014ae-18e5-4e2a-bff5-c7a33a45f4a9,0,false,15,0,4,0,1,3,0,0,1,0,3,11,5,15.250000,2.000000,1.685475,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen0/Prob005_adder_bcd_sample4_initial/code.sv
classic_revolution,Classic,Prob005_adder_bcd,1232bccc-a51f-4468-a7f2-14474a7eb6f6,0,false,16,0,5,0,1,3,0,0,1,1,3,13,5,15.250000,2.000000,1.971747,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen0/Prob005_adder_bcd_sample12_initial/code.sv
classic_revolution,Classic,Prob005_adder_bcd,6b53d298-08ad-41f3-b8c1-a7effb7a1d03,0,true,13,0,2,0,1,3,0,0,1,0,3,12,3,14.950000,2.000000,1.811278,"0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen0/Prob005_adder_bcd_sample6_initial/code.sv
classic_revolution,Classic,Prob005_adder_bcd,9e56805c-4068-4993-a023-9d2baabc6c6c,0,false,13,0,2,0,1,3,0,0,1,0,3,12,3,14.950000,2.000000,1.811278,"0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen0/Prob005_adder_bcd_sample1_initial/code.sv
classic_revolution,Classic,Prob005_adder_bcd,a0bb3b51-30cb-4f99-b546-cbf80162bf3b,0,false,16,0,5,0,1,3,0,0,1,1,3,11,6,15.400000,2.000000,1.896241,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen0/Prob005_adder_bcd_sample11_initial/code.sv
classic_revolution,Classic,Prob005_adder_bcd,09558ac7-2e67-4d9c-b212-0162e28e1bcc,1,false,35,1,1,0,1,3,1,0,0,0,2,29,22,17.800000,2.000000,0.744194,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen1/Prob005_adder_bcd_sample5_M-E/code.sv
classic_revolution,Classic,Prob005_adder_bcd,20f31ad3-55e8-485e-b3f1-66438322e188,1,false,18,0,6,0,1,3,0,0,0,4,3,13,8,14.700000,2.000000,1.702820,"0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen1/Prob005_adder_bcd_sample7_M-I/code.sv
classic_revolution,Classic,Prob005_adder_bcd,2f6e42ea-cb66-416d-8a9b-edcdb6a5412e,1,false,16,0,5,0,1,3,0,0,0,3,3,12,7,14.550000,2.000000,1.724408,"0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen1/Prob005_adder_bcd_sample1_M-R/code.sv
classic_revolution,Classic,Prob005_adder_bcd,6a126d12-6f61-4fea-aaa9-00b6e761d398,1,false,16,0,5,0,1,3,0,0,0,3,4,11,8,16.700000,2.000000,1.672906,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen1/Prob005_adder_bcd_sample8_M-I/code.sv
classic_revolution,Classic,Prob005_adder_bcd,d2d67d23-16d6-4ddd-a554-889de9c4b532,1,false,16,0,5,0,1,3,0,0,0,3,3,12,7,14.550000,2.000000,1.724408,"0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen1/Prob005_adder_bcd_sample9_C-F/code.sv
classic_revolution,Classic,Prob005_adder_bcd,b655ad5a-e6ea-4a94-aa02-2b02ddbd5ae0,2,false,13,0,2,0,2,3,0,0,0,3,4,11,8,18.200000,3.000000,1.780639,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen2/Prob005_adder_bcd_sample2_M-E/code.sv
classic_revolution,Classic,Prob005_adder_bcd,ccc1d03b-c87e-4386-a24d-e56fd0187968,2,false,35,1,1,0,1,3,1,0,0,0,2,48,22,17.800000,2.000000,0.744194,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen2/Prob005_adder_bcd_sample1_M-E/code.sv
classic_revolution,Classic,Prob005_adder_bcd,cfac25c3-ec00-4182-857c-0c5c82c2d44d,2,false,19,1,0,0,1,4,1,0,1,0,2,12,4,18.100000,2.000000,1.721928,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen2/Prob005_adder_bcd_sample10_M-E/code.sv
classic_revolution,Classic,Prob005_adder_bcd,05072e5c-75b2-4ef2-a41b-3aae9b4782a6,3,false,16,0,5,0,1,3,0,0,1,0,3,11,5,15.250000,2.000000,1.685475,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen3/Prob005_adder_bcd_sample7_M-E/code.sv
classic_revolution,Classic,Prob005_adder_bcd,0f2028c4-8097-494b-876a-d604c19eab05,3,false,16,0,5,0,1,3,0,0,0,4,4,12,8,16.700000,2.000000,1.702820,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob005_adder_bcd/Gen3/Prob005_adder_bcd_sample11_M-R/code.sv
classic_revolution,Classic,Prob007_comparator_3bit,62660a55-5bf3-45b8-a6a6-34c721370335,0,false,11,0,3,0,0,0,0,0,3,0,1,6,4,5.600000,1.000000,0.985228,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob007_comparator_3bit/Gen0/Prob007_comparator_3bit_sample1_initial/code.sv
classic_revolution,Classic,Prob007_comparator_3bit,13b84a6a-92e3-4f60-a25c-e14f0d4bdc28,1,false,13,0,3,0,0,0,0,0,4,14,14,6,8,33.200000,1.000000,1.419556,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob007_comparator_3bit/Gen1/Prob007_comparator_3bit_sample4_M-I/code.sv
classic_revolution,Classic,Prob007_comparator_3bit,160ee449-c340-464f-ba95-001a07fc329a,1,true,17,0,3,0,0,0,0,0,0,21,3,12,7,7.050000,1.000000,0.811278,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob007_comparator_3bit/Gen1/Prob007_comparator_3bit_sample6_C-F/code.sv
