model,benchmark_name,init_func_pass_rate,final_func_pass_rate,init_func_any_pass_rate,final_func_any_pass_rate,area_improvement_percentage_compared_to_ref,power_improvement_percentage_compared_to_ref,eff_clk_improvement_percentage_compared_to_ref,avg_runtime_seconds
llama3_baseline_clean_results,RTLLM/Prob019_sub_64bit,0.8800,0.8800,1.0000,1.0000,0.16,0.24,N/A,314.90
llama3_baseline_clean_results,RTLLM/Prob020_JC_counter,0.8300,0.8300,1.0000,1.0000,0.00,0.00,0.00,213.25
llama3_baseline_clean_results,RTLLM/Prob021_counter_12,0.7800,0.7800,1.0000,1.0000,N/A,N/A,N/A,220.30
llama3_baseline_clean_results,RTLLM/Prob022_ring_counter,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,126.91
llama3_baseline_clean_results,RTLLM/Prob023_up_down_counter,0.9450,0.9450,1.0000,1.0000,18.15,24.30,3.70,245.30
llama3_baseline_clean_results,RTLLM/Prob024_fsm,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,132.23
llama3_baseline_clean_results,RTLLM/Prob025_sequence_detector,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,148.66
llama3_baseline_clean_results,RTLLM/Prob026_asyn_fifo,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,224.24
llama3_baseline_clean_results,RTLLM/Prob027_LIFObuffer,0.0300,0.0300,1.0000,1.0000,16.05,39.14,2.56,177.03
llama3_baseline_clean_results,RTLLM/Prob028_LFSR,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,100.51
llama3_baseline_clean_results,RTLLM/Prob029_barrel_shifter,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,225.93
llama3_baseline_clean_results,RTLLM/Prob030_right_shifter,0.3250,0.3250,1.0000,1.0000,N/A,N/A,N/A,153.73
llama3_baseline_clean_results,RTLLM/Prob031_freq_div,0.0950,0.0950,1.0000,1.0000,N/A,N/A,N/A,199.22
llama3_baseline_clean_results,RTLLM/Prob032_freq_divbyeven,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,89.03
llama3_baseline_clean_results,RTLLM/Prob033_freq_divbyfrac,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,179.05
llama3_baseline_clean_results,RTLLM/Prob034_freq_divbyodd,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,315.64
llama3_baseline_clean_results,RTLLM/Prob035_calendar,0.9200,0.9200,1.0000,1.0000,2.04,5.65,0.00,254.30
llama3_baseline_clean_results,RTLLM/Prob036_edge_detect,0.7850,0.7850,1.0000,1.0000,N/A,N/A,N/A,260.34
llama3_baseline_clean_results,RTLLM/Prob037_parallel2serial,0.5600,0.5600,1.0000,1.0000,N/A,N/A,N/A,323.72
llama3_baseline_clean_results,RTLLM/Prob038_pulse_detect,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,83.83
llama3_baseline_clean_results,RTLLM/Prob039_serial2parallel,0.1106,0.1106,1.0000,1.0000,34.52,56.30,13.33,4416.56
llama3_baseline_clean_results,RTLLM/Prob040_synchronizer,0.6250,0.6250,1.0000,1.0000,N/A,N/A,N/A,210.60
llama3_baseline_clean_results,RTLLM/Prob041_traffic_light,0.0100,0.0100,1.0000,1.0000,6.47,92.65,N/A,167.48
llama3_baseline_clean_results,RTLLM/Prob042_width_8to16,0.6800,0.6800,1.0000,1.0000,N/A,N/A,N/A,200.45
llama3_baseline_clean_results,RTLLM/Prob043_RAM,0.9000,0.9000,1.0000,1.0000,31.06,36.70,3.23,291.45
llama3_baseline_clean_results,RTLLM/Prob044_ROM,0.3650,0.3650,1.0000,1.0000,N/A,N/A,N/A,118.44
llama3_baseline_clean_results,RTLLM/Prob045_alu,0.0050,0.0050,1.0000,1.0000,17.66,13.86,N/A,261.03
llama3_baseline_clean_results,RTLLM/Prob046_clkgenerator,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,74.60
llama3_baseline_clean_results,RTLLM/Prob047_instr_reg,0.7850,0.7850,1.0000,1.0000,N/A,N/A,N/A,244.24
llama3_baseline_clean_results,RTLLM/Prob048_pe,0.6850,0.6850,1.0000,1.0000,0.03,0.22,0.00,495.19
llama3_baseline_clean_results,RTLLM/Prob049_signal_generator,0.0950,0.0950,1.0000,1.0000,N/A,N/A,N/A,137.38
llama3_baseline_clean_results,RTLLM/Prob050_square_wave,0.9100,0.9100,1.0000,1.0000,0.00,0.00,0.00,195.82
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL,0.4174,0.4174,0.7949,0.7949,3.4147,7.7327,2.3266,677.1123
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob001_zero,0.9350,0.9350,1.0000,1.0000,N/A,N/A,N/A,873.70
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,0.9900,0.9900,1.0000,1.0000,N/A,N/A,N/A,689.37
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob003_step_one,0.9250,0.9250,1.0000,1.0000,N/A,N/A,N/A,1548.38
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob004_vector2,0.8350,0.8350,1.0000,1.0000,N/A,N/A,N/A,752.26
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob005_notgate,0.8700,0.8700,1.0000,1.0000,N/A,N/A,N/A,865.02
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob006_vectorr,0.8950,0.8950,1.0000,1.0000,N/A,N/A,N/A,697.22
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob007_wire,0.9450,0.9450,1.0000,1.0000,N/A,N/A,N/A,1534.86
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,0.9650,0.9650,1.0000,1.0000,N/A,N/A,N/A,248.19
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob009_popcount3,0.7200,0.7200,1.0000,1.0000,N/A,N/A,N/A,1561.36
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,0.8800,0.8800,1.0000,1.0000,N/A,N/A,N/A,492.84
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob011_norgate,0.9500,0.9500,1.0000,1.0000,N/A,N/A,N/A,927.06
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob012_xnorgate,0.9800,0.9800,1.0000,1.0000,N/A,N/A,N/A,592.11
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,0.9450,0.9450,1.0000,1.0000,N/A,N/A,N/A,1561.43
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob014_andgate,0.9500,0.9500,1.0000,1.0000,N/A,N/A,N/A,488.17
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob015_vector1,0.9050,0.9050,1.0000,1.0000,N/A,N/A,N/A,1548.42
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,0.7800,0.7800,1.0000,1.0000,N/A,N/A,N/A,958.77
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob017_mux2to1v,0.9300,0.9300,1.0000,1.0000,0.00,0.00,N/A,1560.91
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob018_mux256to1,0.8200,0.8200,1.0000,1.0000,0.00,0.00,N/A,1201.68
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,1.0000,1.0000,1.0000,1.0000,N/A,N/A,N/A,1205.24
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,0.8900,0.8900,1.0000,1.0000,N/A,N/A,N/A,608.96
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob021_mux256to1v,0.7250,0.7250,1.0000,1.0000,0.00,0.00,N/A,1785.72
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob022_mux2to1,0.9750,0.9750,1.0000,1.0000,N/A,N/A,N/A,570.62
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob023_vector100r,0.3450,0.3450,1.0000,1.0000,0.00,0.00,N/A,1207.94
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob024_hadd,0.9800,0.9800,1.0000,1.0000,N/A,N/A,N/A,590.06
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob025_reduction,0.9550,0.9550,1.0000,1.0000,N/A,N/A,N/A,1563.02
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,0.1400,0.1400,1.0000,1.0000,N/A,N/A,N/A,805.29
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob027_fadd,0.9200,0.9200,1.0000,1.0000,N/A,N/A,N/A,1550.91
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob028_m2014_q4a,0.9650,0.9650,1.0000,1.0000,N/A,N/A,N/A,369.23
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob029_m2014_q4g,0.9250,0.9250,1.0000,1.0000,N/A,N/A,N/A,1321.54
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob030_popcount255,0.3100,0.3100,1.0000,1.0000,1.49,4.19,N/A,2590.88
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob031_dff,0.9250,0.9250,1.0000,1.0000,N/A,N/A,N/A,1546.37
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob032_vector0,0.9500,0.9500,1.0000,1.0000,N/A,N/A,N/A,759.43
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob033_ece241_2014_q1c,0.6231,0.6231,1.0000,1.0000,N/A,N/A,N/A,1553.71
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob034_dff8,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,818.67
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob035_count1to10,0.8040,0.8040,1.0000,1.0000,N/A,N/A,N/A,1561.70
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob036_ringer,0.8000,0.8000,1.0000,1.0000,N/A,N/A,N/A,925.76
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob037_review2015_count1k,0.7550,0.7550,1.0000,1.0000,N/A,N/A,N/A,1562.93
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob038_count15,0.8250,0.8250,1.0000,1.0000,N/A,N/A,N/A,790.07
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob039_always_if,0.6650,0.6650,1.0000,1.0000,N/A,N/A,N/A,1550.72
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob040_count10,0.7300,0.7300,1.0000,1.0000,N/A,N/A,N/A,755.60
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob041_dff8r,0.2000,0.2000,1.0000,1.0000,N/A,N/A,N/A,855.85
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob042_vector4,0.6950,0.6950,1.0000,1.0000,N/A,N/A,N/A,707.13
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob043_vector5,0.7800,0.7800,1.0000,1.0000,N/A,N/A,N/A,1560.92
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob044_vectorgates,0.8650,0.8650,1.0000,1.0000,N/A,N/A,N/A,947.07
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob045_edgedetect2,0.3000,0.3000,1.0000,1.0000,N/A,N/A,N/A,864.54
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob046_dff8p,0.1500,0.1500,1.0000,1.0000,N/A,N/A,N/A,697.69
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob047_dff8ar,0.3750,0.3750,1.0000,1.0000,N/A,N/A,N/A,733.44
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob048_m2014_q4c,0.9550,0.9550,1.0000,1.0000,N/A,N/A,N/A,189.80
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,0.5700,0.5700,1.0000,1.0000,N/A,N/A,N/A,1546.79
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob050_kmap1,0.3500,0.3500,1.0000,1.0000,N/A,N/A,N/A,642.17
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob051_gates4,0.9350,0.9350,1.0000,1.0000,N/A,N/A,N/A,1564.38
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob052_gates100,0.7800,0.7800,1.0000,1.0000,42.66,31.02,N/A,1062.04
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob053_m2014_q4d,0.0291,0.0291,1.0000,1.0000,N/A,N/A,N/A,420.18
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob054_edgedetect,0.3550,0.3550,1.0000,1.0000,N/A,N/A,N/A,752.40
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob055_conditional,0.6000,0.6000,1.0000,1.0000,14.40,38.97,N/A,1673.46
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob056_ece241_2013_q7,0.9900,0.9900,1.0000,1.0000,N/A,N/A,N/A,686.43
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob057_kmap2,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,864.18
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,65.71
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob059_wire4,0.9800,0.9800,1.0000,1.0000,N/A,N/A,N/A,1547.80
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob060_m2014_q4k,0.7750,0.7750,1.0000,1.0000,N/A,N/A,N/A,765.96
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob061_2014_q4a,0.8000,0.8000,1.0000,1.0000,N/A,N/A,N/A,873.97
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob062_bugs_mux2,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,90.58
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob063_review2015_shiftcount,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,897.65
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob064_vector3,0.9550,0.9550,1.0000,1.0000,N/A,N/A,N/A,646.93
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob065_7420,0.9700,0.9700,1.0000,1.0000,N/A,N/A,N/A,641.02
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob066_edgecapture,0.0400,0.0400,1.0000,1.0000,N/A,N/A,N/A,852.75
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob067_countslow,0.6400,0.6400,1.0000,1.0000,N/A,N/A,N/A,737.41
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob068_countbcd,0.1050,0.1050,1.0000,1.0000,0.56,15.75,9.76,639.01
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob069_truthtable1,0.4300,0.4300,1.0000,1.0000,N/A,N/A,N/A,1341.17
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob070_ece241_2013_q2,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,141.14
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob071_always_casez,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,407.73
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob072_thermostat,0.7150,0.7150,1.0000,1.0000,N/A,N/A,N/A,200.46
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob073_dff16e,0.4500,0.4500,1.0000,1.0000,0.00,0.00,0.00,892.45
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob074_ece241_2014_q4,0.3850,0.3850,1.0000,1.0000,N/A,N/A,N/A,174.92
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob075_counter_2bc,0.6400,0.6400,1.0000,1.0000,N/A,N/A,N/A,941.82
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob076_always_case,0.0171,0.0171,1.0000,1.0000,N/A,N/A,N/A,357.44
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob077_wire_decl,0.6650,0.6650,1.0000,1.0000,N/A,N/A,N/A,915.13
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob078_dualedge,0.2950,0.2950,1.0000,1.0000,N/A,N/A,N/A,281.20
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob079_fsm3onehot,0.1150,0.1150,1.0000,1.0000,N/A,N/A,N/A,875.46
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob080_timer,0.3819,0.3819,1.0000,1.0000,-2.88,19.50,-5.71,179.31
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob081_7458,0.8250,0.8250,1.0000,1.0000,N/A,N/A,N/A,1231.57
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob082_lfsr32,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,477.61
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob083_mt2015_q4b,0.8400,0.8400,1.0000,1.0000,N/A,N/A,N/A,381.28
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob084_ece241_2013_q12,0.5750,0.5750,1.0000,1.0000,N/A,N/A,N/A,466.22
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob085_shift4,0.7750,0.7750,1.0000,1.0000,N/A,N/A,N/A,522.59
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob086_lfsr5,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,107.04
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob087_gates,0.8550,0.8550,1.0000,1.0000,N/A,N/A,N/A,711.68
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob088_ece241_2014_q5b,0.1200,0.1200,1.0000,1.0000,N/A,N/A,N/A,123.31
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob089_ece241_2014_q5a,0.0120,0.0120,1.0000,1.0000,N/A,N/A,N/A,559.25
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob090_circuit1,0.8750,0.8750,1.0000,1.0000,N/A,N/A,N/A,197.41
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob091_2012_q2b,0.0550,0.0550,1.0000,1.0000,N/A,N/A,N/A,720.50
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob092_gatesv100,0.3367,0.3367,1.0000,1.0000,0.00,0.00,N/A,236.25
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob093_ece241_2014_q3,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,391.49
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob094_gatesv,0.0066,0.0066,1.0000,1.0000,N/A,N/A,N/A,411.68
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob095_review2015_fsmshift,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,361.24
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob096_review2015_fsmseq,0.0400,0.0400,1.0000,1.0000,N/A,N/A,N/A,169.31
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob097_mux9to1v,0.0071,0.0071,1.0000,1.0000,0.00,0.00,N/A,403.68
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.2450,0.2450,1.0000,1.0000,N/A,N/A,N/A,168.35
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob099_m2014_q6c,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,108.32
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob100_fsm3comb,0.0069,0.0069,1.0000,1.0000,N/A,N/A,N/A,417.12
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob101_circuit4,0.2400,0.2400,1.0000,1.0000,N/A,N/A,N/A,196.78
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob102_circuit3,0.0550,0.0550,1.0000,1.0000,N/A,N/A,N/A,161.93
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob103_circuit2,0.2300,0.2300,1.0000,1.0000,N/A,N/A,N/A,141.30
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob104_mt2015_muxdff,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,99.34
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob105_rotate100,0.8700,0.8700,1.0000,1.0000,6.58,5.88,0.00,1598.10
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob106_always_nolatches,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,417.48
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob107_fsm1s,0.2500,0.2500,1.0000,1.0000,N/A,N/A,N/A,147.77
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob108_rule90,0.3450,0.3450,1.0000,1.0000,-9.74,-8.90,-4.35,4915.10
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob109_fsm1,0.4700,0.4700,1.0000,1.0000,N/A,N/A,N/A,294.60
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob110_fsm2,0.4670,0.4670,1.0000,1.0000,N/A,N/A,N/A,399.02
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob111_fsm2s,0.4300,0.4300,1.0000,1.0000,N/A,N/A,N/A,284.05
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob112_always_case2,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,172.48
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob113_2012_q1g,0.0366,0.0366,1.0000,1.0000,N/A,N/A,N/A,508.44
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob114_bugs_case,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,409.33
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob115_shift18,0.3150,0.3150,1.0000,1.0000,5.47,18.80,16.22,320.63
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,422.73
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob117_circuit9,0.0550,0.0550,1.0000,1.0000,N/A,N/A,N/A,119.91
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob118_history_shift,0.8400,0.8400,1.0000,1.0000,0.00,0.00,0.00,278.42
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob119_fsm3,0.2050,0.2050,1.0000,1.0000,N/A,N/A,N/A,166.46
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob120_fsm3s,0.1400,0.1400,1.0000,1.0000,N/A,N/A,N/A,162.94
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob121_2014_q3bfsm,0.4800,0.4800,1.0000,1.0000,N/A,N/A,N/A,205.30
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob122_kmap4,0.1307,0.1307,1.0000,1.0000,N/A,N/A,N/A,219.50
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob123_bugs_addsubz,0.7400,0.7400,1.0000,1.0000,0.00,0.14,N/A,220.10
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob124_rule110,0.0071,0.0071,1.0000,1.0000,N/A,N/A,N/A,758.23
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob125_kmap3,0.0187,0.0187,1.0000,1.0000,N/A,N/A,N/A,448.28
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob126_circuit6,0.1350,0.1350,1.0000,1.0000,N/A,N/A,N/A,166.12
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob127_lemmings1,0.2950,0.2950,1.0000,1.0000,N/A,N/A,N/A,241.52
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob128_fsm_ps2,0.0653,0.0653,1.0000,1.0000,N/A,N/A,N/A,155.68
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob129_ece241_2013_q8,0.2600,0.2600,1.0000,1.0000,N/A,N/A,N/A,182.67
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob130_circuit5,0.0071,0.0071,1.0000,1.0000,N/A,N/A,N/A,414.54
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob131_mt2015_q4,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,118.18
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob132_always_if2,0.7350,0.7350,1.0000,1.0000,N/A,N/A,N/A,219.77
