corpus,corpus_stratum,method,seed,model,benchmark,problem,problem_id,generation,operator,candidate_id,parent_id,rtl_path,netlist_path,log_path,syntax_pass,functionality_pass,synthesis_pass,openroad_pass,valid_ppa,failure_reason,area,power,eff_clk_period,fitness,reference_ppa_json,descriptor_family,descriptor_vector,descriptor_version,descriptor_fitting,projection_fitting_corpus_hash,canonical_netlist_hash,motif_signature_hash,rtl_line_count,rtl_assign_count,rtl_always_count,rtl_case_count,rtl_if_count,rtl_ternary_count,rtl_nonblocking_count,rtl_blocking_count,rtl_add_count,rtl_mul_count,rtl_wire_count,rtl_reg_count,rtl_comment_count,has_rtl,has_netlist,has_ppa,rtl_sha256,normalized_rtl_sha256,motif_vector,style_cluster,pareto_member
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,C-F,4ecf09def91dcf70,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample10_C-F/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample10_C-F/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,True,False,False,9fd4ca55fc7d931d1b076cfb79f9a7639b427fe52cdb5a9b3822eb14d4a93b5d,0eec201b12c3491e1859083db573af6563c88064073ee0afc719df6dc7cea462,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,M-S,8cf149c122ae60a5,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample1_M-S/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample1_M-S/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,True,False,False,31985708824b0169bc51756f9ef2ba5f84e4cf93d045e95f6ef5ce3d9f59239b,fc141a8c9032ab0dfcdce3eb04e076e5eab7896b5f0c208c5f7f1f36e5e07641,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,M-F,42b12125d556ef12,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample2_M-F/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample2_M-F/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,18af96b3017ac4f111dc7e679dbb62bf991d5f5c9eac71a60e57d1fe1b70926f,daa80b9fba56e9da1af6d992cb93b3beabe0f0c396c660b729323da17310c4df,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,M-E,4ecaf41aab00ffc1,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample3_M-E/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample3_M-E/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,a77ff63966be38e1c7b3309cf38820c5acaa7a477452439a6bc260e2a2eed7dc,13c36e7df12b5635901b2b116f3274c03fd690501a84f964e2e3dac91c7dea6f,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,M-R,87cf2a36c595e8c4,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample4_M-R/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample4_M-R/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,401549ed30644573bcda6269cb80e2a3bca1cbad24e8829a449869fcd825f8e2,5c8446f818cc23b5792f6b48f90ab1e524d8caa3466508caf682143288f09dc8,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,M-R,d8913b62-8c8d-4123-9434-66d447c2c35f,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample5_M-R/code.sv,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample5_M-R/code.syn.v,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample5_M-R/code_simulation.log,True,True,True,True,True,,242.0,0.0569,0.49,-0.1092184196083817,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,62dc5cd359ceef415592932aeb808e3a45b37c18ac99196cd7e1c7eb369c239c,292581bf0df373e77ec6ba825111b3ac88e8339aadf13f005e02b61ffb6a747b,42.0,0.0,1.0,0.0,3.0,0.0,11.0,0.0,3.0,0.0,4.0,4.0,11.0,True,True,True,0f8e0ecd39a034ffebf38c121d4cbdeef057c4d6d6f09d1dc69467ec064e85fe,0fe2fcfd5222c49066a2beb3199bc7fc0096e2998e7d1de72edf04d8da608946,"{""motif_arith_ratio"": 0.11818181818181818, ""motif_control_ratio"": 0.045454545454545456, ""motif_diversity"": 0.4992665298355858, ""motif_logic_ratio"": 0.6272727272727273}",register_sequential,True
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,M-I,dee7cdd5c2b04858,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample6_M-I/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample6_M-I/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,True,False,False,4f081034fb6e48ed2cd3a0cce3007dc24951b4b03cad179a9c97761f44953758,e6e48e015868f142abfbc55cfd7e6b2f81f4bd15761dcf84e89ebba3b90779ad,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,M-F,ef8f7d5576fa7e55,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample7_M-F/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample7_M-F/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,True,False,False,319758d26bf60fbabef9c79ddc5abeccfd5f4d1df50db41f773afaa00acb29d0,f479f0e9bcf5aca1fc24c64c4452bd150f07cb705161964ebd7a40d55412ef90,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,M-S,4d72542226c26dcb,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample8_M-S/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample8_M-S/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,True,False,False,5ab5f8a2002fd10da703fa8ba23acb293bb6b5bea286e5ba21593e137e601552,e556487eb6749b5e1a602d6e6c319d880e546ed425f89a9cd44c8fd8879b141c,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,1,M-R,c37fcec3dd401288,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample9_M-R/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen1/Prob001_accu_sample9_M-R/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,44.0,0.0,1.0,0.0,3.0,0.0,11.0,0.0,3.0,0.0,4.0,4.0,7.0,True,False,False,15f6b0065adb853b5b7b295569ad592ecd212bf6543e44d9fcd597f7fb6af68f,d9baec35f2b512b8037ea4ff8128becaac552531604d5de6c2bdb3d2872013a5,,register_sequential,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,10,C-F,b2dbac7bb5c8da00,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen10/Prob001_accu_sample10_C-F/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen10/Prob001_accu_sample10_C-F/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,7.0,True,False,False,a5f80248b787270ffdf852fb797104f1f68bae38ba067b3ffee8144fa189b4f7,4713f64fa4ff9afd1ec642469e9e3bff7055c8821eb137432af1f50fc23962b6,,arithmetic_multiply,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,10,C-F,38506ecd37ed17b0,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen10/Prob001_accu_sample1_C-F/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen10/Prob001_accu_sample1_C-F/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,46.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,2.0,0.0,4.0,4.0,10.0,True,False,False,7263a9653e762b1242016858b6bf908c1b2af8bca6a6a553b91596e049992077,107f0b27d23fda8ffa2ecb90227ec9ffb70716a5d551e5267dacdded6944bf30,,register_sequential,False
